Brand,Model Name,Color,Display Size,Resolution,Operating System,Processor,Storage,RAM,Expandable Storage,Primary Camera,Secondary Camera,Connectivity,In Box
REDMI,10A,Charcoal Black,16.59 cm (6.53 inch),1600 x 700$$pixel,Android 12.5,Octa Core,32 GB,3 GB,MicroSD,Primary Camera,"16MP Camera Setup: (S5K3P9SP04, f/2.45 Aperture, FOV: 82.3 Degree, Focal Length: 24 mm, 1/3.1 inch Sensor Size, 1.0um Pixel Size, 5P Lens, Fixed Focus), CMOS, EIS, Camera Feature: Photo, Beauty, AI Scene Recognition, Filter, Night, Portrait, Panoramic View",5000 mAh,"Handset, charger, cable, Sim ejector"
SAMSUNG,Guru Music 2 SM-B315E,Black,5.08 cm (2 inch),128 x 160,0 0 0 208MHz,208 MHz,16 GB,"microSD, up to 16 GB",1000,0,No,GSM,"1 stereo headset, 1 travel adaptor, 1 main set"
REDMI,Note 11,Starburst White,16.33 cm (6.43 inch),2400 x 1080 pixel,Android,Octa Core,128 GB,6 GB,1000,Primary Camera,No,5000 mAh,"Handset, Adapter, USB Type-C Cable, SIM Eject Tool, Protective Case, Quick Start Guide, Warranty Card"
REDMI,Note 11,Space Black,16.33 cm (6.43 inch),2400 x 1080 pixel,Android 11,Octa Core,64 GB,6 GB,1000,Primary Camera,No,5000 mAh,"Handset, Adapter, USB Type-C Cable, SIM Eject Tool, Protective Case, Quick Start Guide, Warranty Card"
REDMI,Note 11,Starburst White,16.33 cm (6.43 inch),2400 x 1080 pixel,Android 11,Octa Core,64 GB,6 GB,1000,Primary Camera,No,5000 mAh,"Handset, Adapter, USB Type-C Cable, SIM Eject Tool, Protective Case, Quick Start Guide, Warranty Card"
GFive,U873,Black Red,4.57 cm (1.8 inch),320 x 480$$pixel,1.2 MHz,Octa Core,32 MB,32 MB,Dedicated Slot,0.3MP Rear Camera,No,3G,"Mobile, Charger, Manual Book, Warranty Card"
OnePlus,Nord CE 2 Lite 5G,Black Dusk,16.74 cm (6.59 inch),2412 x 1080 Pixel,Android 12,Octa Core,128 GB,8 GB,Dedicated Slot,0.3MP Rear Camera,No,5000 mAh,"Handset,SIM Tray Ejector, Adapter, Phone Case, USB Cable"
MOTOROLA,edge 30,Meteor Grey,16.64 cm (6.55 inch),2460 x 1080 Pixel,Android 12,Qualcomm Snapdragon 778G Plus,128 GB,6 GB,Dedicated Slot,50MP + 50MP + 2MP,"32MP Camera Setup: (f/2.4 Aperture, 0.7um Pixel Size), Camera Feature: Dual Capture, Spot Color, Auto Night Vision (RAW), Cinemagraph, Portrait, Live Filter in Photo Mode, Group Selfie, Pro Mode (W/Long Exposure), Artificial Intelligence: Shot Optimization, Auto Smile Capture, Gesture Capture, Other Features: Selfie Animation, Face Beauty, RAW Photo Output, HDR, Timer, Best Shot, Active Photos, Assistive Grid, Leveler, Watermark, Video Feature: Simultaneous Capture, Spot Color, Timelapse (W/Hyperlapse), Other Features: Video Stabilization, Face Beauty, Video Snapshot",Yes,"Handset, Charger, USB Cable, Guides, Back Protective Cover, Sim Tool"
OPPO,F19s,Glowing Gold,16.33 cm (6.43 inch),2400 × 1080 Pixels,Android 11,Qualcomm Snapdragon 662,128 GB,6 GB,microSD,48MP + 2MP + 2MP,"16MP Front Camera (Sony IMX 471, Lens Size: 1/3.09 inch, 1 um Pixel Size, f/2.4 Aperture, Focal length: 3.48 mm, FOV 78 Degree, 4:3 Aspect Ratio, 5P Lens, FF), CMOS Sensor, Camera Mode: Photo, Video, Panorama, Portrait, Night, Time-lapse, Selfie Beautification","4G VOLTE, 4G, 3G, 2G","Handset, Charger, Earphones, USB Data Cable, SIM Ejector Tool, Protective Case, Warranty Card, Quick Start Guide"
OPPO,Reno8T 5G,Sunrise Gold,17.02 cm (6.7 inch),2412 x 1080 Pixels,Android 13,Qualcomm Snapdragon 695,128 GB,8 GB,MicroSD,108MP + 2MP + 2MP,"32MP Front Camera Setup: (OmniVision OV32C, 1/3.14 inch Sensor Size, 0.70 um Pixel Size, f/2.4 Aperture, FOV: 89 Degree, Effective Focal Length: 2.87 mm, Equivalent Focal Length: 22 mm, 5P lens, Fixed Focus), Camera Feature: Night, Video, Photo, Portrait, Pano, Timelapse, Dual View Video, and Sticker, CMOS (Front Camera: 4-in-1)","5G, 4G VOLTE, 4G, 3G, 2G","Handset, Charger, USB Data Cable, Sim Ejector Tool, Quick Guide, Safety Guide, Protective Case"
OPPO,Reno8T 5G,Midnight Black,17.02 cm (6.7 inch),2412 x 1080 Pixels,Android 13,Qualcomm Snapdragon 695,128 GB,8 GB,MicroSD,108MP + 2MP + 2MP,"32MP Front Camera Setup: (OmniVision OV32C, 1/3.14 inch Sensor Size, 0.70 um Pixel Size, f/2.4 Aperture, FOV: 89 Degree, Effective Focal Length: 2.87 mm, Equivalent Focal Length: 22 mm, 5P lens, Fixed Focus), Camera Feature: Night, Video, Photo, Portrait, Pano, Timelapse, Dual View Video, and Sticker, CMOS (Front Camera: 4-in-1)","5G, 4G VOLTE, 4G, 3G, 2G","Handset, Charger, USB Data Cable, Sim Ejector Tool, Quick Guide, Safety Guide, Protective Case"
itel,MagicX Pro,Blue,6.1 cm (2.4 inch),320 x 240 Pixels,RTOS,1 GHz,128 MB,64 MB,MicroSD,0.3MP Rear Camera,"32MP Front Camera Setup: (OmniVision OV32C, 1/3.14 inch Sensor Size, 0.70 um Pixel Size, f/2.4 Aperture, FOV: 89 Degree, Effective Focal Length: 2.87 mm, Equivalent Focal Length: 22 mm, 5P lens, Fixed Focus), Camera Feature: Night, Video, Photo, Portrait, Pano, Timelapse, Dual View Video, and Sticker, CMOS (Front Camera: 4-in-1)",4G,"Contains Device, Adaptor, Battery, Earphone"
Kechaoda,K66 The Music House 4,Black,4.57 cm (1.8 inch),320 x 480$$Pixels,0,1 GHz,64 MB,32 MB,MicroSD,1.3MP Rear Camera,Primary Camera,2G,"1 Handset, 1 USB Cable, 1 Warranty Card"
POCO,M4 Pro,Cool Blue,16.33 cm (6.43 inch),2400 x 1080 Pixels,Android 11,Mediatek Helio G96,128 GB,8 GB,MicroSD,64MP + 8MP + 2MP,"16MP Camera Setup: (f/2.45 Aperture, Pixel Size: 1.0um), Camera Feature: HDR, AI Portrait Mode, Screen Flash, Selfie Timer, Portrait Selfies, Palm shutter","4G, 3G, 2G","Handset, 33W Power Adapter, USB Type A-C Cable, Sim Ejector Tool, Transparent Case, Pre-Applied Screen Protector, User Guide, Warranty Card"
POCO,X5 Pro 5G,Horizon Blue,16.94 cm (6.67 inch),2400 x 1080 Pixels,Android 12,Qualcomm Snapdragon 778G,256 GB,8 GB,Yes,108MP + 8MP + 2MP,"16MP Front Camera Setup: Camera Features: Portrait Mode, Front Video Recording, Palm Shutter, Voice Shutter, Movie Frame, Night Mode, Slow Motion, Timelapse, AI Watermark, Panorama, Short Video","5G, 4G VOLTE, 4G, 3G, 2G","Handset, 67W Charger, USB Type-C Cable, Sim Eject Tool, Protective Case, Quick Start Guide, Warranty Card"
SAMSUNG,GT-E1215ZKAINS,Black,3.81 cm (1.5 inch),128 x 128 Pixels,0 0 0 0 Processor,"GSM - 900, 1800",NA,1000,Yes,No,"16MP Front Camera Setup: Camera Features: Portrait Mode, Front Video Recording, Palm Shutter, Voice Shutter, Movie Frame, Night Mode, Slow Motion, Timelapse, AI Watermark, Panorama, Short Video",2G,"User Manual, Warranty Card, Charger, Handset, Battery"
Kechaoda,A26,Black,1.68 cm (0.66 inch),128x160 Pixels,32 MB,32 MB,2G,GSM,No,Micro,"16MP Front Camera Setup: Camera Features: Portrait Mode, Front Video Recording, Palm Shutter, Voice Shutter, Movie Frame, Night Mode, Slow Motion, Timelapse, AI Watermark, Panorama, Short Video",1 Year Company Warranty,"Handset, Battery, User Manual"
Kechaoda,A26,Grey,1.68 cm (0.66 inch),128 x 160$$ Pixels,32 MB,32 MB,2G,"GSM, GSM",No,Micro,"16MP Front Camera Setup: Camera Features: Portrait Mode, Front Video Recording, Palm Shutter, Voice Shutter, Movie Frame, Night Mode, Slow Motion, Timelapse, AI Watermark, Panorama, Short Video",1 Year Company Warranty,"Handset, Battery, User Manual"
MOTOROLA,g82 5G,White Lily,16.76 cm (6.6 inch),2400x1080 Pixels,Android 12,Qualcomm Snapdragon 695 5G,128 GB,6 GB,MicroSD,50MP + 8MP + 2MP,"16MP Camera Setup: (f/2.2 Aperture, Pixel Size: 1.0um), Camera Feature: Portrait Mode, Photo, Video, Face Beauty, Pro Mode, HDR, Spot Color, Dual Capture, Hyperlapse, Face Beauty for Videos","5G, 4G, 3G, 2G","Handset, Charger, USB Cable, Guides, Sim Tool"
realme,9i 5G,Rocking Black,16.76 cm (6.6 inch),2408 x 1080 Pixels,Android 12,Mediatek Dimensity 810 5G,128 GB,6 GB,Dedicated Slot,50MP + 2MP + 2MP,"8MP Camera Setup: (f/2.0 Aperture, FOV: 77 Degree, 4P Lens), Camera Feature: Portrait Mode, Timelapse, Panoramic View, Beauty Mode, HDR, Face Recognition, Filter, Night Mode, Bokeh Effect Control","5G, 4G, 3G, 2G","Handset, 18W Fast Charger, USB Type-C Cable, Protect Case, Sim Card Tool, Screen Protect Film, Quick Start Guide, Important Product Information (Including the Warranty Card)"
vivo,Y15s,Wave Green,16.54 cm (6.51 inch),1600 x 720 Pixels,Android 11,Mediatek Helio P35,32 GB,3 GB,MicroSD,13MP + 2MP,8MP Camera Setup: (f/2.2 Aperture),"4G, 3G, 2G","Handset, USB Cable, USB Power Adapter, Sim Eject Tool, Phone Case, Protective Film (Applied), Documentation"
vivo,Y15s,Mystic Blue,16.54 cm (6.51 inch),1600 x 720 Pixels,Android 11,Mediatek Helio P35,32 GB,3 GB,MicroSD,13MP + 2MP,8MP Camera Setup: (f/2.2 Aperture),"4G, 3G, 2G","Handset, USB Cable, USB Power Adapter, Sim Eject Tool, Phone Case, Protective Film (Applied), Documentation"
realme,9i 5G,Soulful Blue,16.76 cm (6.6 inch),2408 x 1080 Pixels,Android 12,Mediatek Dimensity 810 5G,64 GB,4 GB,Dedicated Slot,50MP + 2MP + 2MP,"8MP Camera Setup: (f/2.0 Aperture, FOV: 77 Degree, 4P Lens), Camera Feature: Portrait Mode, Timelapse, Panoramic View, Beauty Mode, HDR, Face Recognition, Filter, Night Mode, Bokeh Effect Control","5G, 4G, 3G, 2G","Handset, 18W Fast Charger, USB Type-C Cable, Protect Case, Sim Card Tool, Screen Protect Film, Quick Start Guide, Important Product Information (Including the Warranty Card)"
GFive,U106,Black,4.57 cm (1.8 inch),128 x 160$$Pixels,64 MB,32 MB,Yes,0.3MP Rear Camera,Dedicated Slot,Yes,Yes,No,"Handset,Battery,Charger,User Manual"
REDMI,Note 11S,Polar White,16.33 cm (6.43 inch),2400 x 1080 Pixels,Android Q 11,Octa Core,64 GB,6 GB,Dedicated Slot,Primary & Secondary Camera,Yes,5000 mAh,"Handset, Adapter, USB Type-C Cable, SIM Eject Tool, Protective Case, Quick Start Guide, Warranty Card"
MOTOROLA,G40 Fusion,Dynamic Gray,17.22 cm (6.78 inch),2460 x 1080 Pixels,Android 11,Qualcomm Snapdragon 732G,64 GB,4 GB,Hybrid Slot,64MP + 8MP + 2MP,"16 MP Front Camera, Features: HDR, Timer, Face Beauty, Auto Smile Capture, Gesture Selfie, Shot Optimization, Active Photos, Pro Mode, Portrait Mode, Spot Color, Cinemograph, Group Selfie, Live Filter, Video Features: Timelapse Video, Hyperlapse Video","4G, 3G, 2G","Handset, Charger, USB Cable, SIM Tool, User Guides"
realme,Narzo 50,Speed Black,16.76 cm (6.6 inch),2412 x 1080 Pixels,Android 11,Mediatek Helio G96,64 GB,4 GB,Dedicated Slot,50MP + 2MP + 2MP,"16MP Camera Setup: Hynix Hi1634Q, f/2.05 Aperture, FOV: 79.3 Degree, CMOS, 1/3 Inch Sensor Size, 1.0 um Pixel Size, 5P Lens, Fixed Focus, Camera Feature: Ultra Steady Video, Night Mode, Panoramic View, Timelapse, Portrait Mode, HDR, AI Scene Recognition, AI Beauty, Filter, Chroma Boost, Slow Motion, EIS Video Stabilization","4G VOLTE, 4G, 3G, 2G","Handset, Adapter, USB Cable, Sim Card Tool, Screen Protect Film, TPU Case, Important Info Booklet with Warranty Card, Quick Guide"
REDMI,A1+,Light Green,16.56 cm (6.52 inch),1600 x 720 Pixels,Android 12 Go,Mediatek Helio A22,32 GB,2 GB,microSD,8MP Rear Camera,5MP Camera Setup,"4G VOLTE, 4G, 3G, 2G","Handset, Adapter, USB Cable, Sim Eject Tool, Warranty Card, User Guide"
LAVA,A3,DARK BLUE GREY DS PA,4.5 cm (1.77 inch),128 x 160$$Pixels,1 MHz,"GSM- 900, 1800 MHz",3 MB,4 MB,microSD,0.3MP Rear Camera,0.3MP Front Camera,2G,"Handset, Battery, Charger, User Manual"
DIZO,Star 300,Blue,4.5 cm (1.77 inch),160 x 120 Pixels,SC6531E,26 MHz,32 MB,32 MB,microSD,0.3MP Rear Camera,0.3MP Front Camera,2G,"Handset, Charger, Battery, User Manual"
REDMI,A1+,Light Green,16.56 cm (6.52 inch),1600 x 720 Pixels,Android 12 Go,Mediatek Helio A22,32 GB,2 GB,microSD,8MP Rear Camera,5MP Camera Setup,"4G VOLTE, 4G, 3G, 2G","Handset, Adapter, USB Cable, Sim Eject Tool, Warranty Card, User Guide"
SAMSUNG,Galaxy S21 FE 5G,White,16.26 cm (6.4 inch),2340 x 1080 Pixel,Android 12,Octa Core,128 GB,8 GB,microSD,12MP + 12MP + 8MP (OIS),32MP Front Camera,"5G, 4G, 3G, 2G","Handset, Ejection Pin, Data Cable, Quick Start Guide"
realme,Narzo 50,Speed Black,16.76 cm (6.6 inch),2412 x 1080 Pixels,Android 11,Mediatek Helio G96,64 GB,4 GB,Dedicated Slot,50MP + 2MP + 2MP,"16MP Camera Setup: Hynix Hi1634Q, f/2.05 Aperture, FOV: 79.3 Degree, CMOS, 1/3 Inch Sensor Size, 1.0 um Pixel Size, 5P Lens, Fixed Focus, Camera Feature: Ultra Steady Video, Night Mode, Panoramic View, Timelapse, Portrait Mode, HDR, AI Scene Recognition, AI Beauty, Filter, Chroma Boost, Slow Motion, EIS Video Stabilization","4G VOLTE, 4G, 3G, 2G","Handset, Adapter, USB Cable, Sim Card Tool, Screen Protect Film, TPU Case, Important Info Booklet with Warranty Card, Quick Guide"
MOTOROLA,e13,Creamy White,16.51 cm (6.5 inch),1600 x 720 Pixels,Android 13 (Go Edition),Unisoc T606,64 GB,2 GB,MicroSD,13MP Rear Camera,"5MP Front Camera Setup: (f/2.2 Aperture, 1.12um Pixel Size), Camera Feature: Portrait, Photo, Face Beauty, Auto Smile Capture, HDR, Leveler, Mirror, Assistive Grid, Watermark, Timer, Video Feature: Video, Timelapse, Snap in Video Recording","4G, 3G, 2G","Handset, 10W Charger, USB Type-C Cable, Guides, Sim Tool, Transparent Protective Case"
Infinix,HOT 20 5G,Blaster Green,16.76 cm (6.6 inch),1080 x 2408 Pixels,Android 12,Dimensity 810,64 GB,4 GB,MicroSD,50MP + AI Lens,"8MP AI Camera : (f 2.0) with LED Flash, Front Camera Modes: Super Night, AI Portrait, AI 3D Face Beauty, WideSelfie, AR Shots, Time Lapse, 2K Video Recording with Bokeh","5G, 4G, 3G, 2G","Handset, Adaptor, USB Type-C Cable, TPU Case, SIM Ejector Pin, Quick Start Guide, Warranty Card, Xclub Card"
Infinix,HOT 20 5G,Space Blue,16.76 cm (6.6 inch),1080 x 2408 Pixels,Android 12,Dimensity 810,64 GB,4 GB,MicroSD,50MP + AI Lens,"8MP AI Camera : (f 2.0) with LED Flash, Front Camera Modes: Super Night, AI Portrait, AI 3D Face Beauty, WideSelfie, AR Shots, Time Lapse, 2K Video Recording with Bokeh","5G, 4G, 3G, 2G","Handset, Adaptor, USB Type-C Cable, TPU Case, SIM Ejector Pin, Quick Start Guide, Warranty Card, Xclub Card"
MOTOROLA,e13,Cosmic Black,16.51 cm (6.5 inch),1600 x 720 Pixels,Android 13 (Go Edition),Unisoc T606,64 GB,2 GB,MicroSD,13MP Rear Camera,"5MP Front Camera Setup: (f/2.2 Aperture, 1.12um Pixel Size), Camera Feature: Portrait, Photo, Face Beauty, Auto Smile Capture, HDR, Leveler, Mirror, Assistive Grid, Watermark, Timer, Video Feature: Video, Timelapse, Snap in Video Recording","4G, 3G, 2G","Handset, 10W Charger, USB Type-C Cable, Guides, Sim Tool, Transparent Protective Case"
MOTOROLA,G32,Satin Silver,16.64 cm (6.55 inch),2400 x 1080 Pixels,Android 12,Qualcomm Snapdragon 680,64 GB,4 GB,Dedicated Slot,50MP + 8MP + 2MP,"16MP Camera Setup: (f/2.2 Aperture, 1.0um Pixel Size, Quad Pixel technology for 2.0um), Camera Feature: Screen Flash, Auto HDR, Timer, Face Beauty, Auto Smile Capture, Cinemagraph, Portrait Mode, Group Selfie, Spot Color, Live Filter, Active Photos, Gesture Selfie, Video Feature: Dual Capture, Spot Color, Timelapse (W/Hyperlapse), Face Beauty, Video Snapshot, Efficient Videos","4G, 3G, 2G","Handset, Charger, USB Cable, Guides, Sim Tool"
SAMSUNG,Galaxy M04,Dark Blue,16.51 cm (6.5 inch),720 x 1600,Android 12,MediaTek Helio P35,64 GB,4 GB,Dedicated Slot,13MP + 2MP,5MP (F2.2) front camera,4G,"USB Cable, Adaptor, cable, Mobile Phone, Ejection Pin, Manual"
Infinix,Hot 12 Pro,Electric Blue,16.76 cm (6.6 inch),1612 x 720 Pixels,Android 12,Unisoc T616,64 GB,6 GB,MicroSD,50 MP + Depth Lens,"8MP AI Camera: (f/2.0 Aperture), Camera Features: AI Portrait, AI 3D Face Beauty, WideSelfie, AR Shots, Full HD Video Recording, Timelapse","4G, 3G, 2G","Handset, Adaptor, Type C Cable, Sim Ejector Pin, Back Cover, Quick Start Guide, Warranty Card"
Infinix,Hot 12 Pro,Lightsaber Green,16.76 cm (6.6 inch),1612 x 720,Android 12,Unisoc T616,64 GB,6 GB,MicroSD,50 MP + Depth Lens,"8MP AI Camera: (f/2.0 Aperture), Camera Features: AI Portrait, AI 3D Face Beauty, WideSelfie, AR Shots, Full HD Video Recording, Timelapse","4G, 3G, 2G","Handset, Adaptor, Type C Cable, Sim Ejector Pin, Back Cover, Quick Start Guide, Warranty Card"
SAMSUNG,Galaxy M33 5G,Deep Ocean Blue,16.76 cm (6.6 inch),1080x2400 Pixels,Android 12,Octa Core,128 GB,8 GB,MicroSD,Primary Camera,"8MP AI Camera: (f/2.0 Aperture), Camera Features: AI Portrait, AI 3D Face Beauty, WideSelfie, AR Shots, Full HD Video Recording, Timelapse",6000 mAh,"Handset, Ejection Pin,Data Cable,Quick Start Guide"
REDMI,Note 12 Pro 5G,Stardust Purple,16.94 cm (6.67 inch),2400 x 1080 Pixels,Android 12,Mediatek Dimensity 1080,256 GB,8 GB,Yes,50MP (OIS) + 8MP + 2MP,"16 MP Front Camera: Camera Feature: Portrait Mode, Front Video Recording, Palm Shutter, Voice Shutter, Movie Frame, Night Mode, Slow Motion, Timelapse, AI Watermark, Long Exposure, Panorama, Short Video","5G, 4G VOLTE, 4G, 3G, 2G","Handset, 67 W Charger, USB Type-C Cable, Sim Eject Tool, Protective Case, Quick Start Guide, Warranty Card"
OPPO,F21 Pro,Sunset Orange,16.33 cm (6.43 inch),2400 x 1080$$Pixel,Android Q Android 11,Octa Core,128 GB,8 GB,Yes,108MP Rear Camera,Yes,4G VOLTE,"Handset,Sim Card Tool,Adapter,Micro-USB Cable,Quick Guide"
SAMSUNG,Galaxy S21 FE 5G,Lavender,16.26 cm (6.4 inch),2340 x 1080 Pixel,Android 12,Octa Core,128 GB,8 GB,Yes,12MP + 12MP + 8MP (OIS),32MP Front Camera,"5G, 4G, 3G, 2G","Handset, Ejection Pin, Data Cable, Quick Start Guide"
Micromax,X818,Blue,7.11 cm (2.8 inch),240 x 320$$pixel,Single Core,1 MHz,32 MB,32 MB,Yes,Primary Camera,32MP Front Camera,1450 mAh,"Handset, Battery, Charger, User manual"
Micromax,X818,Maroon,7.11 cm (2.8 inch),240 x 320$$pixel,Single Core,1 MHz,32 MB,32 MB,Yes,Primary Camera,32MP Front Camera,1450 mAh,"Handset, Battery, Charger, User manual"
SAMSUNG,Galaxy A03 Core,Onyx,16.51 cm (6.5 inch),1600x720$$Pixels,Android Q 11,Octa Core,32 GB,2 GB,Yes,Primary Camera,32MP Front Camera,Yes,"Handset, Travel Adapter, Ejection Pin, Data Cable,Quick Start Guide"
Motorola,a70,Rose Gold,6.1 cm (2.4 inch),320 x 240 Pixels,2G GSM: 900/1800 MHz,Octa Core,0 MB,32 GB,100,No,32MP Front Camera,2G,"Handset, Charger, Battery"
LAVA,Hero 600i,Blue,4.57 cm (1.8 inch),128*160,0,Octa Core,3 MB,4 MB,micro sd,No,No,2G,"1 Handset, 1 Charger, 1 Battery"
MOTOROLA,g82 5G,White Lily,16.76 cm (6.6 inch),2400x1080 Pixels,Android 12,Qualcomm Snapdragon 695 5G,128 GB,6 GB,MicroSD,50MP + 8MP + 2MP,"16MP Camera Setup: (f/2.2 Aperture, Pixel Size: 1.0um), Camera Feature: Portrait Mode, Photo, Video, Face Beauty, Pro Mode, HDR, Spot Color, Dual Capture, Hyperlapse, Face Beauty for Videos","5G, 4G, 3G, 2G","Handset, Charger, USB Cable, Guides, Sim Tool"
realme,9i 5G,Metallica Gold,16.76 cm (6.6 inch),2408 x 1080 Pixels,Android 12,Mediatek Dimensity 810 5G,128 GB,6 GB,Dedicated Slot,50MP + 2MP + 2MP,"8MP Camera Setup: (f/2.0 Aperture, FOV: 77 Degree, 4P Lens), Camera Feature: Portrait Mode, Timelapse, Panoramic View, Beauty Mode, HDR, Face Recognition, Filter, Night Mode, Bokeh Effect Control","5G, 4G, 3G, 2G","Handset, 18W Fast Charger, USB Type-C Cable, Protect Case, Sim Card Tool, Screen Protect Film, Quick Start Guide, Important Product Information (Including the Warranty Card)"
realme,9i 5G,Metallica Gold,16.76 cm (6.6 inch),2408 x 1080 Pixels,Android 12,Mediatek Dimensity 810 5G,128 GB,6 GB,Dedicated Slot,50MP + 2MP + 2MP,"8MP Camera Setup: (f/2.0 Aperture, FOV: 77 Degree, 4P Lens), Camera Feature: Portrait Mode, Timelapse, Panoramic View, Beauty Mode, HDR, Face Recognition, Filter, Night Mode, Bokeh Effect Control","5G, 4G, 3G, 2G","Handset, 18W Fast Charger, USB Type-C Cable, Protect Case, Sim Card Tool, Screen Protect Film, Quick Start Guide, Important Product Information (Including the Warranty Card)"
Kechaoda,A26,Pink,1.68 cm (0.66 inch),128x160 Pixels,32 MB,32 MB,2G,GSM,No,Micro,"8MP Camera Setup: (f/2.0 Aperture, FOV: 77 Degree, 4P Lens), Camera Feature: Portrait Mode, Timelapse, Panoramic View, Beauty Mode, HDR, Face Recognition, Filter, Night Mode, Bokeh Effect Control",1 Year Company Warranty,"Handset, Battery, User Manual"
REDMI,Note 11,Starburst White,16.33 cm (6.43 inch),2400 x 1080 pixel,Android 11,Octa Core,64 GB,4 GB,No,Primary Camera,"8MP Camera Setup: (f/2.0 Aperture, FOV: 77 Degree, 4P Lens), Camera Feature: Portrait Mode, Timelapse, Panoramic View, Beauty Mode, HDR, Face Recognition, Filter, Night Mode, Bokeh Effect Control",5000 mAh,"Handset, Adapter, USB Type-C Cable, SIM Eject Tool, Protective Case, Quick Start Guide, Warranty Card"
REDMI,Note 11,Horizon Blue,16.33 cm (6.43 inch),2400 x 1080 pixel,Android 11,Octa Core,64 GB,6 GB,No,Primary Camera,"8MP Camera Setup: (f/2.0 Aperture, FOV: 77 Degree, 4P Lens), Camera Feature: Portrait Mode, Timelapse, Panoramic View, Beauty Mode, HDR, Face Recognition, Filter, Night Mode, Bokeh Effect Control",5000 mAh,"Handset, Adapter, USB Type-C Cable, SIM Eject Tool, Protective Case, Quick Start Guide, Warranty Card"
realme,10,Rush Black,16.26 cm (6.4 inch),2400 x 1080 Pixel,Android 12,Mediatek Helio G99 Octa Core,64 GB,4 GB,MicroSD,50MP + 2MP,"16MP Camera Setup: (OV OV16A1Q, f/2.45 Aperture, FOV: 79.4 Degree, CMOS, 1/3.06 inch Sensor Size, 1um PIxel Size, 5P Lens, Fixed Focus), Camera Feature: Ultra Steady Video, Portrait Mode, Timelapse, Panoramic View, Beauty Mode, HDR, Face-Recognition, Filter, Night Mode, Bokeh Effect Control, 20 Continuous Shots","4G VOLTE, 4G, 3G, 2G","Handset, Adapter, USB Cable, Important Info Booklet with Warranty Card, Quick Guide, Sim Card Tool, Screen Protect Film, Case"
REDMI,Note 11,Space Black,16.33 cm (6.43 inch),2400 x 1080 pixel,Android 11,Octa Core,64 GB,4 GB,MicroSD,Primary Camera,"16MP Camera Setup: (OV OV16A1Q, f/2.45 Aperture, FOV: 79.4 Degree, CMOS, 1/3.06 inch Sensor Size, 1um PIxel Size, 5P Lens, Fixed Focus), Camera Feature: Ultra Steady Video, Portrait Mode, Timelapse, Panoramic View, Beauty Mode, HDR, Face-Recognition, Filter, Night Mode, Bokeh Effect Control, 20 Continuous Shots",5000 mAh,"Handset, Adapter, USB Type-C Cable, SIM Eject Tool, Protective Case, Quick Start Guide, Warranty Card"
REDMI,10A SPORT,SEA BLUE,16.59 cm (6.53 inch),1600x720 Pixel,Android 12,Octa Core,128 GB,6 GB,MicroSD,Primary Camera,"16MP Camera Setup: (OV OV16A1Q, f/2.45 Aperture, FOV: 79.4 Degree, CMOS, 1/3.06 inch Sensor Size, 1um PIxel Size, 5P Lens, Fixed Focus), Camera Feature: Ultra Steady Video, Portrait Mode, Timelapse, Panoramic View, Beauty Mode, HDR, Face-Recognition, Filter, Night Mode, Bokeh Effect Control, 20 Continuous Shots",5000 mAh,"MOBILE, SIM Tray Ejector, Adapter, USB Cable"
OnePlus,11R 5G,Sonic Black,17.02 cm (6.7 inch),2772x1240,Android Oxygen OxygenOS based on Android 13,Octa Core,256 GB,16 GB,MicroSD,Primary & Secondary Camera,"16MP Camera Setup: (OV OV16A1Q, f/2.45 Aperture, FOV: 79.4 Degree, CMOS, 1/3.06 inch Sensor Size, 1um PIxel Size, 5P Lens, Fixed Focus), Camera Feature: Ultra Steady Video, Portrait Mode, Timelapse, Panoramic View, Beauty Mode, HDR, Face-Recognition, Filter, Night Mode, Bokeh Effect Control, 20 Continuous Shots",5000 mAh,"Phone, Data cable, SIM ejector tool, Protective case, Quick Guide"
realme,C30s,Stripe Blue,16.51 cm (6.5 inch),1600 x 720 Pixels,Android 12,Unisoc SC9863A/ Unisoc SC9863A1,32 GB,2 GB,MicroSD,8MP Rear Camera,"5MP Camera Setup: (f/2.2 Aperture, FOV: 77 Degree, CMOS, 1/5 inch Sensor Size, 1.12um Pixel Size, 3P Lens, Fixed Focus), Camera Feature: Beauty, Filter, HDR","4G VOLTE, 4G, 3G, 2G","Handset, Adapter, USB Cable, Important Info Booklet with Warranty Card, Quick Guide, Sim Card Tool"
realme,C30s,Stripe Black,16.51 cm (6.5 inch),1600 x 720 Pixels,Android 12,Unisoc SC9863A/ Unisoc SC9863A1,32 GB,2 GB,MicroSD,8MP Rear Camera,"5MP Camera Setup: (f/2.2 Aperture, FOV: 77 Degree, CMOS, 1/5 inch Sensor Size, 1.12um Pixel Size, 3P Lens, Fixed Focus), Camera Feature: Beauty, Filter, HDR","4G VOLTE, 4G, 3G, 2G","Handset, Adapter, USB Cable, Important Info Booklet with Warranty Card, Quick Guide, Sim Card Tool"
