Phone name,Rating,Number of ratings,RAM,Storage,Display,Camera,Battery,Processor
"vivo Y01 (Elegant Black, 32 GB)",4.2,"1,214 Ratings",2 GB RAM ,32 GB ROM,16.54 cm (6.51 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Lithium Battery,Mediatek Helio P35 Processor
Micromax X749,4,"7,284 Ratings",32 MB RAM ,32 MB ROM,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1750 mAh Battery,1 Year Product and 6 Month Accessories
"Nothing Phone (1) (Black, 256 GB)",4.3,"47,330 Ratings",8 GB RAM ,256 GB ROM,16.64 cm (6.55 inch) Full HD+ Display,50MP + 50MP | 16MP Front Camera,4500 mAh Lithium-ion Battery,Qualcomm Snapdragon 778G+ Processor
"vivo T1 Pro 5G (Turbo Black, 128 GB)",4.4,"7,755 Ratings",6 GB RAM ,128 GB ROM,16.36 cm (6.44 inch) Full HD+ AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,4700 mAh Lithium Battery,Qualcomm Snapdragon 778G 5G Mobile Platform Processor
"vivo Y75 (Dancing waves, 128 GB)",4.3,"1,685 Ratings",8 GB RAM ,128 GB ROM,16.36 cm (6.44 inch) Full HD+ AMOLED Display,50MP + 8MP + 2MP | 44MP Front Camera,4050 mAh Lithium Battery,Mediatek G96 Processor
"vivo Y75 (Moonlight Shadow, 128 GB)",4.3,"1,685 Ratings",8 GB RAM ,128 GB ROM,16.36 cm (6.44 inch) Full HD+ AMOLED Display,50MP + 8MP + 2MP | 44MP Front Camera,4050 mAh Lithium Battery,Mediatek G96 Processor
"Infinix Note 12 (Jewel Blue, 128 GB)",4.2,"12,138 Ratings",6 GB RAM ,128 GB ROM,17.02 cm (6.7 inch) Full HD+ AMOLED Display,50MP + 2MP Depth + AI Lens | 16MP Front Camera,5000 mAh Li-ion Polymer Battery,MediaTek Helio G88 Processor
"POCO X4 Pro 5G (Laser Black, 128 GB)",4.1,"15,952 Ratings",8 GB RAM ,128 GB ROM,16.94 cm (6.67 inch) Full HD+ Super AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Qualcomm Snapdragon 695 5G Processor
"vivo Y01A (Sapphire Blue, 32 GB)",4.1,28 Ratings,2 GB RAM ,32 GB ROM,16.54 cm (6.51 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,Mediatek Helio P35 Processor
"Google Pixel 7 Pro (Hazel, 128 GB)",4.5,"1,622 Ratings",12 GB RAM ,128 GB ROM,17.02 cm (6.7 inch) Quad HD+ Display,50MP + 48MP + 12MP | 10.8MP Front Camera,4926 mAh Battery,Google Tensor G2 Processor
"APPLE iPhone 14 (Midnight, 256 GB)",4.7,"11,289 Ratings",256 GB RO,256 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,"A15 Bionic Chip, 6 Core Processor Processor",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
itel Power 410,4.1,"1,762 Ratings",4 MB RAM ,4 MB ROM |,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,2500 mAh Lithium-ion Battery,SC6531E Processor
MTR Ferrari,4.1,"6,258 Ratings",64 MB RAM ,64 MB ROM,4.5 cm (1.77 inch) Display,0.3MP Rear Camera,800 mAh Battery,12 Months
itel power 100,4.1,555 Ratings,4 MB RAM ,4 MB ROM |,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,2500 mAh Lithium-ion Battery,SC6531E Processor
"OPPO A16 (Royal Gold, 64 GB)",4.3,"3,789 Ratings",4 GB RAM ,64 GB ROM,16.56 cm (6.52 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,5000 mAh Battery,MediaTek Helio G35 Processor
LAVA A1 2021,4.1,"4,030 Ratings",32 MB RAM ,24 MB ROM,4.5 cm (1.77 inch) Display,0.3MP Rear Camera,800 mAh Li-ion Battery,1 year manufacturer replacement guarantee for Phone and 6 months replacement for accessories in the box
LAVA A1 2021,4.1,"1,988 Ratings",0 MB ROM ,Expandable,4.5 cm (1.77 inch) Display,0.3MP Rear Camera,800 mAh Li-ion Battery,1 year manufacturer replacement guarantee for Phone and 6 months replacement for accessories in the box
"MOTOROLA Edge 30 Pro (Cosmos Blue, 128 GB)",4,"1,187 Ratings",8 GB RAM ,128 GB ROM,17.02 cm (6.7 inch) Full HD+ AMOLED Display,50MP + 50MP + 2MP | 60MP Front Camera,4800 mAh Lithium Polymer Battery,Qualcomm Snapdragon 8 Gen 1 Processor
"realme C30s (Stripe Black, 32 GB)",4.5,"4,491 Ratings",2 GB RAM ,32 GB ROM,16.51 cm (6.5 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Lithium Ion Battery,Unisoc SC9863A/ Unisoc SC9863A1 Processor
"Tecno Spark 8T (Atlantic Blue, 64 GB)",4.2,412 Ratings,4 GB RAM ,64 GB ROM,16.76 cm (6.6 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,5000 mAh Battery,MediaTek Helio G35 Processor
"Infinix Hot 12 Pro (Lightsaber Green, 128 GB)",4,"4,438 Ratings",8 GB RAM ,128 GB ROM,16.76 cm (6.6 inch) HD+ Display,50 MP + Depth Lens | 8MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Unisoc T616 Processor
Micromax X513+,3.8,"1,318 Ratings",32 MB RAM ,32 MB ROM,4.5 cm (1.77 inch) Display,0.3MP Rear Camera,1750 mAh Battery,One Year manufacturer Warranty
"vivo T1 Pro 5G (Turbo Black, 128 GB)",4.4,"7,755 Ratings",6 GB RAM ,128 GB ROM,16.36 cm (6.44 inch) Full HD+ AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,4700 mAh Lithium Battery,Qualcomm Snapdragon 778G 5G Mobile Platform Processor
"vivo Y22 (Starlit Blue, 64 GB)",4.4,566 Ratings,4 GB RAM ,64 GB ROM,16.64 cm (6.55 inch) HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Lithium Battery,Mediatek Helio G70 Processor
"OPPO A77s (Sunset Orange, 128 GB)",4.3,178 Ratings,8 GB RAM ,128 GB ROM,16.66 cm (6.56 inch) HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Qualcomm Snapdragon 680 Processor
"Nothing Phone (1) (White, 256 GB)",4.3,"47,330 Ratings",8 GB RAM ,256 GB ROM,16.64 cm (6.55 inch) Full HD+ Display,50MP + 50MP | 16MP Front Camera,4500 mAh Lithium-ion Battery,Qualcomm Snapdragon 778G+ Processor
"POCO X4 Pro 5G (Laser Black, 128 GB)",4.1,"15,952 Ratings",8 GB RAM ,128 GB ROM,16.94 cm (6.67 inch) Full HD+ Super AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Qualcomm Snapdragon 695 5G Processor
"Nothing Phone (1) (Black, 256 GB)",4.3,"6,451 Ratings",12 GB RAM ,256 GB ROM,16.64 cm (6.55 inch) Full HD+ Display,50MP + 50MP | 16MP Front Camera,4500 mAh Lithium-ion Battery,Qualcomm Snapdragon 778G+ Processor
"Itel Magic2 4G (WiFi, Hotspot Tethering)",4,"18,813 Ratings",64 MB RAM ,128 MB ROM,6.1 cm (2.4 inch) QVGA Display,1.3MP Rear Camera,1900 mAh Lithium ion Battery,Unisoc T117 Processor
"MOTOROLA Edge 30 (Aurora Green, 128 GB)",4.1,"4,213 Ratings",8 GB RAM ,128 GB ROM,16.64 cm (6.55 inch) Full HD+ Display,50MP + 50MP + 2MP | 32MP Front Camera,4020 mAh Lithium Battery,Qualcomm Snapdragon 778G Plus Processor
"REDMI Note 11 (Horizon Blue, 128 GB)",4.2,462 Ratings,6 GB RAM ,128 GB ROM,16.33 cm (6.43 inch) Display,50MP Rear Camera,5000 mAh Battery,12 Months Warranty
"SAMSUNG Galaxy A03 Core (Mint, 32 GB)",4,"2,626 Ratings",2 GB RAM ,32 GB ROM,16.51 cm (6.5 inch) Display,8MP Rear Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box
"SAMSUNG Galaxy M32 (Light Blue, 128 GB)",4.2,"4,235 Ratings",6 GB RAM ,128 GB ROM,16.26 cm (6.4 inch) Display,64MP Rear Camera,6000 mAh Battery,1 Year Warranty
"vivo Y35 (Dawn Gold, 128 GB)",4.4,"1,462 Ratings",8 GB RAM ,128 GB ROM,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP + 2MP | 16MP Front Camera,5000 mAh Lithium Battery,Qualcomm Snapdragon 680 Processor
Energizer M1,3.6,572 Ratings,32 MB RAM ,32 MB ROM,4.5 cm (1.77 inch) Display,0.08MP Rear Camera,600 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase
"OnePlus 10R (Forest Green, 128 GB)",4.2,22 Ratings,8 GB RAM ,128 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories
"APPLE iPhone 14 Pro (Deep Purple, 128 GB)",4.7,662 Ratings,128 GB RO,128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,48MP + 12MP + 12MP + 12MP | 12MP Front Camera,"A16 Bionic Chip, 6 Core Processor Processor",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
"REDMI Note 10S (Cosmic Purple, 64 GB)",4.4,"83,724 Ratings",6 GB RAM ,64 GB ROM,16.33 cm (6.43 inch) Full HD+ Super AMOLED Display,64MP + 8MP + 2MP + 2MP | 13MP Front Camera,5000 mAh Lithium-Ploymer Battery,Mediatek Helio G95 Processor
"IQOO Z6 Lite 5G (Without Charger) (Stellar Green, 128 GB)",4.1,561 Ratings,6 GB RAM ,128 GB ROM,16.97 cm (6.68 inch) Display,50MP Rear Camera,5000 mAh Battery,1 Year
"realme 9i 5G (Soulful Blue, 128 GB)",4.3,"5,275 Ratings",6 GB RAM ,128 GB ROM,16.76 cm (6.6 inch) Full HD+ Display,50MP + 2MP + 2MP | 8MP Front Camera,5000 mAh Lithium Ion Battery,Mediatek Dimensity 810 5G Processor
"vivo T1 Pro 5G (Turbo Black, 128 GB)",4.4,"7,755 Ratings",6 GB RAM ,128 GB ROM,16.36 cm (6.44 inch) Full HD+ AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,4700 mAh Lithium Battery,Qualcomm Snapdragon 778G 5G Mobile Platform Processor
"REDMI Note 12 5G (Mystique Blue, 128 GB)",4.2,70 Ratings,6 GB RAM ,128 GB ROM,16.94 cm (6.67 inch) Display,48MP Rear Camera,5000 mAh Battery,12 Months
"Tecno Pova 3 (Eco Black, 128 GB)",4,202 Ratings,6 GB RAM ,128 GB ROM,17.53 cm (6.9 inch) Full HD+ Display,50MP + 2MP + 2MP | 8MP Front Camera,7000 mAh Battery,MediaTek Helio G88 Processor
KARBONN KX3,4,"1,980 Ratings",31 MB RAM ,32 MB ROM,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,800 mAh Battery,1 Year Brand Warranty
"POCO X4 Pro 5G (Laser Black, 128 GB)",4.1,"15,952 Ratings",8 GB RAM ,128 GB ROM,16.94 cm (6.67 inch) Full HD+ Super AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Qualcomm Snapdragon 695 5G Processor
"REDMI 9i (Midnight Black, 64 GB)",4.3,"5,76,863 Ratings",4 GB RAM ,64 GB ROM,16.59 cm (6.53 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,5000 mAh Lithium Polymer Battery,MediaTek Helio G25 Processor
MTR Ferrari,4.1,"6,258 Ratings",64 MB RAM ,64 MB ROM,4.5 cm (1.77 inch) Display,0.3MP Rear Camera,800 mAh Battery,12 Months
"SAMSUNG Galaxy S21 FE 5G (Graphite, 128 GB)",4.4,"33,913 Ratings",8 GB RAM ,128 GB ROM,16.26 cm (6.4 inch) Full HD+ Display,12MP + 12MP + 8MP (OIS) | 32MP Front Camera,4500 mAh Lithium-ion Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
LAVA A5,4.1,"12,500 Ratings",32 MB RAM ,24 MB ROM,6.1 cm (2.4 inch) QVGA Display,0.3MP Rear Camera,1000 mAh Li-ion Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
KARBONN K9 max,4,"3,605 Ratings",64 MB RAM ,64 MB ROM,6.6 cm (2.6 inch) QVGA Display,2MP Rear Camera,2500 mAh Battery,1 Year Manufacturer Warranty
"SAMSUNG Galaxy A14 5G (Black, 128 GB)",4.3,30 Ratings,8 GB RAM ,128 GB ROM,16.76 cm (6.6 inch) HD+ Display,50MP + 2MP | 13MP Front Camera,5000 mAh Lithium Ion Battery,SEC S5E8535 (Exynos 1330) Processor
"vivo Y16 (Drizzling Gold, 64 GB)",4.3,906 Ratings,4 GB RAM ,64 GB ROM,16.54 cm (6.51 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,5000 mAh Lithium Battery,Mediatek Helio P35 Processor
"SAMSUNG Galaxy A23 5G (Silver, 128 GB)",4,5 Ratings,8 GB RAM ,128 GB ROM,16.76 cm (6.6 inch) Full HD+ Display,50MP + 5MP | 8MP Front Camera,5000 mAh Lithium Ion Battery,Qualcomm Snapdragon 695 (SM6375) Processor
"Infinix HOT 12 Play (Racing Black, 64 GB)",4.3,"1,11,049 Ratings",4 GB RAM ,64 GB ROM,17.32 cm (6.82 inch) HD+ Display,13MP + Depth Lens | 8MP Front Camera,6000 mAh Li-ion Polymer Battery,Unisoc T610 Processor
"Infinix HOT 12 Play (Daylight Green, 64 GB)",4.3,"1,11,049 Ratings",4 GB RAM ,64 GB ROM,17.32 cm (6.82 inch) HD+ Display,13MP + Depth Lens | 8MP Front Camera,6000 mAh Li-ion Polymer Battery,Unisoc T610 Processor
"Infinix HOT 12 Play (Champagne Gold, 64 GB)",4.3,"1,11,049 Ratings",4 GB RAM ,64 GB ROM,17.32 cm (6.82 inch) HD+ Display,13MP + Depth Lens | 8MP Front Camera,6000 mAh Li-ion Polymer Battery,Unisoc T610 Processor
"Infinix HOT 12 Play (Horizon Blue, 64 GB)",4.3,"1,11,049 Ratings",4 GB RAM ,64 GB ROM,17.32 cm (6.82 inch) HD+ Display,13MP + Depth Lens | 8MP Front Camera,6000 mAh Li-ion Polymer Battery,Unisoc T610 Processor
"vivo T1 Pro 5G (Turbo Black, 128 GB)",4.4,"7,755 Ratings",6 GB RAM ,128 GB ROM,16.36 cm (6.44 inch) Full HD+ AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,4700 mAh Lithium Battery,Qualcomm Snapdragon 778G 5G Mobile Platform Processor
itel power 100,4.1,555 Ratings,4 MB RAM ,4 MB ROM |,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,2500 mAh Lithium-ion Battery,SC6531E Processor
"Tecno Spark 8T (Atlantic Blue, 64 GB)",4.2,412 Ratings,4 GB RAM ,64 GB ROM,16.76 cm (6.6 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,5000 mAh Battery,MediaTek Helio G35 Processor
"POCO X4 Pro 5G (Laser Black, 128 GB)",4.1,"15,952 Ratings",8 GB RAM ,128 GB ROM,16.94 cm (6.67 inch) Full HD+ Super AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Qualcomm Snapdragon 695 5G Processor
"IQOO Z6 5G (Chromatic Blue, 128 GB)",4.2,641 Ratings,6 GB RAM ,128 GB ROM,16.71 cm (6.58 inch) Display,50MP Rear Camera,5000 mAh Battery,1 Year Warranty
"IQOO Z6 5G (Dynamo Black, 128 GB)",4.2,641 Ratings,6 GB RAM ,128 GB ROM,16.71 cm (6.58 inch) Display,50MP Rear Camera,5000 mAh Battery,1 Year Warranty
"Google Pixel 7 Pro (Obsidian, 128 GB)",4.5,"1,622 Ratings",12 GB RAM ,128 GB ROM,17.02 cm (6.7 inch) Quad HD+ Display,50MP + 48MP + 12MP | 10.8MP Front Camera,4926 mAh Battery,Google Tensor G2 Processor
"Google Pixel 7 Pro (Snow, 128 GB)",4.5,"1,622 Ratings",12 GB RAM ,128 GB ROM,17.02 cm (6.7 inch) Quad HD+ Display,50MP + 48MP + 12MP | 10.8MP Front Camera,4926 mAh Battery,Google Tensor G2 Processor
"OPPO A55 (Starry Black, 64 GB)",4.3,696 Ratings,4 GB RAM ,64 GB ROM,16.54 cm (6.51 inch) HD+ Display,50MP + 2MP + 2MP | 16MP Front Camera,5000 mAh Lithium-ion Polymer Battery,MediaTek Helio G35 Processor
"MOTOROLA G40 Fusion (Frosted Champagne, 64 GB)",4.2,"32,911 Ratings",4 GB RAM ,64 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,64MP + 8MP + 2MP | 16MP Front Camera,6000 mAh Battery,Qualcomm Snapdragon 732G Processor
"realme 9 5G (Supersonic Black, 64 GB)",4.5,"38,084 Ratings",4 GB RAM ,64 GB ROM,16.51 cm (6.5 inch) Full HD+ Display,48MP + 2MP + 2MP | 16MP Front Camera,5000 mAh Lithium Polymer Battery,Mediatek Dimensity 810 Processor
"realme 9 5G (Stargaze White, 128 GB)",4.4,"47,569 Ratings",6 GB RAM ,128 GB ROM,16.51 cm (6.5 inch) Full HD+ Display,48MP + 2MP + 2MP | 16MP Front Camera,5000 mAh Lithium Polymer Battery,Mediatek Dimensity 810 Processor
"realme 9 5G (Supersonic Blue, 64 GB)",4.5,"38,084 Ratings",4 GB RAM ,64 GB ROM,16.51 cm (6.5 inch) Full HD+ Display,48MP + 2MP + 2MP | 16MP Front Camera,5000 mAh Lithium Polymer Battery,Mediatek Dimensity 810 Processor
"realme 9 5G (Stargaze White, 64 GB)",4.5,"38,084 Ratings",4 GB RAM ,64 GB ROM,16.51 cm (6.5 inch) Full HD+ Display,48MP + 2MP + 2MP | 16MP Front Camera,5000 mAh Lithium Polymer Battery,Mediatek Dimensity 810 Processor
"REDMI Note 12 Pro+ 5G (Arctic White, 256 GB)",4.3,"4,380 Ratings",8 GB RAM ,256 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,200MP + 8MP + 2MP | 16MP Front Camera,4980 mAh Lithium Polymer Battery,Mediatek Dimensity 1080 Processor
GFive K2,3.7,"2,359 Ratings",32 MB RAM ,32 MB ROM,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1000 mAh Battery,1 Year Manufacturer warranty.
"itel A49 (Crystal Purple, 32 GB)",4.2,542 Ratings,2 GB RAM ,32 GB ROM,16.76 cm (6.6 inch) HD+ Display,5MP Rear Camera | 5MP Front Camera,4000 mAh Li-Polymer Battery,Quad Core Processor
"itel A49 (Sky Cyan, 32 GB)",4.2,542 Ratings,2 GB RAM ,32 GB ROM,16.76 cm (6.6 inch) HD+ Display,5MP Rear Camera | 5MP Front Camera,4000 mAh Li-Polymer Battery,Quad Core Processor
Kechaoda K66 The Music House 4,3.9,"15,971 Ratings",32 MB RAM ,64 MB ROM,4.57 cm (1.8 inch) Quarter QVGA Display,1.3MP Rear Camera,400 mAh Battery,1 Year Brand Service Center Warranty
"Infinix Zero 20 (Green Fantasy, 128 GB)",4.2,"1,065 Ratings",8 GB RAM ,128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,108MP + 13MP + 2MP | 60 MP with OIS,4500 mAh Lithium-ion Polymer Battery,Mediatek G99 Processor
"OPPO A16 (Pearl Blue, 64 GB)",4.3,"3,789 Ratings",4 GB RAM ,64 GB ROM,16.56 cm (6.52 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,5000 mAh Battery,MediaTek Helio G35 Processor
"POCO X4 Pro 5G (Laser Black, 128 GB)",4.1,"15,952 Ratings",8 GB RAM ,128 GB ROM,16.94 cm (6.67 inch) Full HD+ Super AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Qualcomm Snapdragon 695 5G Processor
"SAMSUNG Galaxy A23 5G (Light Blue, 128 GB)",3.9,13 Ratings,6 GB RAM ,128 GB ROM,16.76 cm (6.6 inch) Full HD+ Display,50MP + 5MP | 8MP Front Camera,5000 mAh Lithium Ion Battery,Qualcomm Snapdragon 695 (SM6375) Processor
Kechaoda K55 Pro,3.8,894 Ratings,32 MB RAM ,64 MB ROM,4.57 cm (1.8 inch) Quarter QVGA Display,1.3MP Rear Camera,400 mAh Battery,1 Year Brand Service Center Warranty
Nokia 125 TA-1253 DS,4,"2,866 Ratings",4 MB RAM ,4 MB ROM,6.1 cm (2.4 inch) Display,1020 mAh Lithium-ion Battery,MediaTek Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase
"SAMSUNG Galaxy S21 FE 5G (Lavender, 128 GB)",4.4,"33,913 Ratings",8 GB RAM ,128 GB ROM,16.26 cm (6.4 inch) Full HD+ Display,12MP + 12MP + 8MP (OIS) | 32MP Front Camera,4500 mAh Lithium-ion Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
"REDMI 10A SPORT (SEA BLUE, 128 GB)",4,718 Ratings,6 GB RAM ,128 GB ROM,16.59 cm (6.53 inch) Display,13MP Rear Camera,5000 mAh Battery,12 Months Warranty
"vivo Y16 (Steller Black, 64 GB)",4.3,"1,213 Ratings",3 GB RAM ,64 GB ROM,16.54 cm (6.51 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,5000 mAh Lithium Battery,Mediatek Helio P35 Processor
Kechaoda K55 Pro,3.8,894 Ratings,32 MB RAM ,64 MB ROM,4.57 cm (1.8 inch) Quarter QVGA Display,1.3MP Rear Camera,400 mAh Battery,1 Year Brand Service Center Warranty
Nokia 5310 TA-1212 DS,4.2,"8,592 Ratings",8 MB RAM ,16 MB ROM,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1200 mAh Lithium-ion Battery,MT6260A Processor
"SAMSUNG Galaxy A23 5G (Silver, 128 GB)",3.9,13 Ratings,6 GB RAM ,128 GB ROM,16.76 cm (6.6 inch) Full HD+ Display,50MP + 5MP | 8MP Front Camera,5000 mAh Lithium Ion Battery,Qualcomm Snapdragon 695 (SM6375) Processor
"Google Pixel 7 (Snow, 128 GB)",4.4,"2,378 Ratings",8 GB RAM ,128 GB ROM,16.0 cm (6.3 inch) Full HD+ Display,50MP + 12MP | 10.8MP Front Camera,4270 mAh Battery,Google Tensor G2 Processor
"REDMI 9 Activ (Coral Green, 64 GB)",4.2,"9,559 Ratings",4 GB RAM ,64 GB ROM,16.59 cm (6.53 inch) Display,13MP Rear Camera,5000 mAh Battery,12 months
KARBONN Jumbo K9,4,"12,794 Ratings",Expandable Upto 8 G,Expandable,6.6 cm (2.6 inch) QVGA Display,1.3MP Rear Camera,1800 mAh Li-Ion Battery,1 Year for Mobile & 6 Months for Accessories
"realme C20 (Cool Grey, 32 GB)",4.4,"2,96,643 Ratings",2 GB RAM ,32 GB ROM,16.51 cm (6.5 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,MediaTek Helio G35 Processor
"SAMSUNG Galaxy A14 5G (Light Green, 128 GB)",4.3,51 Ratings,6 GB RAM ,128 GB ROM,16.76 cm (6.6 inch) HD+ Display,50MP + 2MP | 13MP Front Camera,5000 mAh Lithium Ion Battery,SEC S5E8535 (Exynos 1330) Processor
itel Magic3 Smart Touch Keypad,4,903 Ratings,8 MB RAM ,8 MB ROM,7.11 cm (2.8 inch) Display,1.3MP Rear Camera,1500 mAh Battery,Smart Touch Keypad - Add a Magical Touch to your Life
"realme 9 Pro 5G (Aurora Green, 128 GB)",4.4,"80,796 Ratings",6 GB RAM ,128 GB ROM,16.76 cm (6.6 inch) Full HD+ Display,64MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Li-ion Battery,Qualcomm Snapdragon 695 Processor
"vivo Y21 (Diamond Glow, 64 GB)",4.3,"14,509 Ratings",4 GB RAM ,64 GB ROM,16.54 cm (6.51 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,5000 mAh Lithium Battery,Mediatek Helio P35 Processor
MTR Ferrari,4.1,"6,258 Ratings",64 MB RAM ,64 MB ROM,4.5 cm (1.77 inch) Display,0.3MP Rear Camera,800 mAh Battery,12 Months
"POCO X4 Pro 5G (Laser Black, 128 GB)",4.1,"15,952 Ratings",8 GB RAM ,128 GB ROM,16.94 cm (6.67 inch) Full HD+ Super AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Qualcomm Snapdragon 695 5G Processor
Nokia 5310 TA-1212 DS,4.2,"8,592 Ratings",8 MB RAM ,16 MB ROM,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1200 mAh Lithium-ion Battery,MT6260A Processor
"OnePlus 10R 5G (Forest Green, 128 GB)",4.3,"1,716 Ratings",8 GB RAM ,128 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories
Micromax X809,3.8,"4,906 Ratings",32 MB RAM ,32 MB ROM,7.11 cm (2.8 inch) Display,1MP Rear Camera,1000 mAh Battery,1 Year Warranty
"realme C20 (Cool Blue, 32 GB)",4.4,"2,96,643 Ratings",2 GB RAM ,32 GB ROM,16.51 cm (6.5 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,MediaTek Helio G35 Processor
"Infinix Note 12 (Force Black, 128 GB)",4.2,"12,138 Ratings",6 GB RAM ,128 GB ROM,17.02 cm (6.7 inch) Full HD+ AMOLED Display,50MP + 2MP Depth + AI Lens | 16MP Front Camera,5000 mAh Li-ion Polymer Battery,MediaTek Helio G88 Processor
"SAMSUNG Galaxy A03 (Black, 32 GB)",4.2,603 Ratings,3 GB RAM ,32 GB ROM,16.51 cm (6.5 inch) HD+ Display,48MP + 2MP | 5MP Front Camera,5000 mAh Lithium Ion Battery,Unisoc UMS9230 Processor
"realme Narzo 50i (Mint Green, 64 GB)",4.3,"62,145 Ratings",4 GB RAM ,64 GB ROM,16.51 cm (6.5 inch) Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,SC9863A Processor
"Redmi Note 11S (Space Black, 128 GB)",4.2,760 Ratings,8 GB RAM ,128 GB ROM,16.33 cm (6.43 inch) Display,108MP Rear Camera,5000 mAh Battery,1 Year Warranty
Snexian Rock,4,"11,667 Ratings",32 MB RAM ,32 MB ROM,4.32 cm (1.7 inch) Display,0.3MP Rear Camera,800 mAh Battery,1 Year Brand Warranty
"Infinix Zero 20 (DEEP GRAY, 128 GB)",4.2,"1,065 Ratings",8 GB RAM ,128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,108MP + 13MP + 2MP | 60 MP with OIS,4500 mAh Lithium-ion Polymer Battery,Mediatek G99 Processor
"Infinix Zero 20 (Glitter Gold, 128 GB)",4.2,"1,065 Ratings",8 GB RAM ,128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,108MP + 13MP + 2MP | 60 MP with OIS,4500 mAh Lithium-ion Polymer Battery,Mediatek G99 Processor
"MOTOROLA G51 5G (Indigo Blue, 64 GB)",4.1,"17,024 Ratings",4 GB RAM ,64 GB ROM,17.27 cm (6.8 inch) Full HD+ Display,50MP + 8MP + 2MP | 13MP Front Camera,5000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 480 Pro Processor
Kechaoda K66 The Music House 4,3.9,"15,971 Ratings",32 MB RAM ,64 MB ROM,4.57 cm (1.8 inch) Display,1.3MP Rear Camera,400 mAh Battery,1 Year Brand Service Center Warranty
