Index,Link
19,/realme-narzo-50a-prime-flash-black-128-gb/p/itme4d0057655986?pid=MOBGGMMPAMCUGMQH&lid=LSTMOBGGMMPAMCUGMQHB32QFY&marketplace=FLIPKART&store=tyy%2F4io&srno=b_19_442&otracker=browse&fm=organic&iid=8378732c-ee75-453c-b1b1-e675139b249f.MOBGGMMPAMCUGMQH.SEARCH&ppt=None&ppn=None&ssid=x1i99mqxfk0000001680363655112
19,/redmi-10a-sport-sea-blue-128-gb/p/itm6482ef8ffd222?pid=MOBGHDXFQDHSPYVX&lid=LSTMOBGHDXFQDHSPYVXNMYQPE&marketplace=FLIPKART&store=tyy%2F4io&srno=b_19_443&otracker=browse&fm=organic&iid=8378732c-ee75-453c-b1b1-e675139b249f.MOBGHDXFQDHSPYVX.SEARCH&ppt=None&ppn=None&ssid=x1i99mqxfk0000001680363655112
19,/redmi-10a-sport-slate-grey-128-gb/p/itm6482ef8ffd222?pid=MOBGHDXF4EZSEMHR&lid=LSTMOBGHDXF4EZSEMHRDFPKXY&marketplace=FLIPKART&store=tyy%2F4io&srno=b_19_444&otracker=browse&fm=organic&iid=8378732c-ee75-453c-b1b1-e675139b249f.MOBGHDXF4EZSEMHR.SEARCH&ppt=None&ppn=None&ssid=x1i99mqxfk0000001680363655112
19,/poco-m4-pro-5g-cool-blue-64-gb/p/itm827b338897bfe?pid=MOBGBEU7YYZGFMYB&lid=LSTMOBGBEU7YYZGFMYBSWMHIJ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_19_445&otracker=browse&fm=organic&iid=8378732c-ee75-453c-b1b1-e675139b249f.MOBGBEU7YYZGFMYB.SEARCH&ppt=None&ppn=None&ssid=x1i99mqxfk0000001680363655112
19,/realme-c30-locked-airtel-prepaid-lake-blue-32-gb/p/itm938b2a52e171f?pid=MOBGFCFQFX5WUDDX&lid=LSTMOBGFCFQFX5WUDDXWXY83L&marketplace=FLIPKART&store=tyy%2F4io&srno=b_19_446&otracker=browse&fm=organic&iid=8378732c-ee75-453c-b1b1-e675139b249f.MOBGFCFQFX5WUDDX.SEARCH&ppt=None&ppn=None&ssid=x1i99mqxfk0000001680363655112
19,/realme-c30-locked-airtel-prepaid-denim-black-32-gb/p/itm938b2a52e171f?pid=MOBGFCFQP9VBXWA2&lid=LSTMOBGFCFQP9VBXWA26LEVVX&marketplace=FLIPKART&store=tyy%2F4io&srno=b_19_447&otracker=browse&fm=organic&iid=8378732c-ee75-453c-b1b1-e675139b249f.MOBGFCFQP9VBXWA2.SEARCH&ppt=None&ppn=None&ssid=x1i99mqxfk0000001680363655112
19,/vivo-y22-starlit-blue-128-gb/p/itmfb8eedc01096c?pid=MOBGHR2FEGEAMGPW&lid=LSTMOBGHR2FEGEAMGPWFTDJXK&marketplace=FLIPKART&store=tyy%2F4io&srno=b_19_448&otracker=browse&fm=organic&iid=8378732c-ee75-453c-b1b1-e675139b249f.MOBGHR2FEGEAMGPW.SEARCH&ppt=None&ppn=None&ssid=x1i99mqxfk0000001680363655112
19,/redmi-note-11s-polar-white-128-gb/p/itmd5a2c088fa559?pid=MOBGHDXJZEZSZ5TA&lid=LSTMOBGHDXJZEZSZ5TAX6CU64&marketplace=FLIPKART&store=tyy%2F4io&srno=b_19_449&otracker=browse&fm=organic&iid=8378732c-ee75-453c-b1b1-e675139b249f.MOBGHDXJZEZSZ5TA.SEARCH&ppt=None&ppn=None&ssid=x1i99mqxfk0000001680363655112
19,/motorola-g40-fusion-frosted-champagne-64-gb/p/itmaa22c25971ee0?pid=MOBFWSF8KRVUGH9W&lid=LSTMOBFWSF8KRVUGH9WHMSNGS&marketplace=FLIPKART&store=tyy%2F4io&srno=b_19_450&otracker=browse&fm=organic&iid=8378732c-ee75-453c-b1b1-e675139b249f.MOBFWSF8KRVUGH9W.SEARCH&ppt=None&ppn=None&ssid=x1i99mqxfk0000001680363655112
19,/kall-z19pro-blue-64-gb/p/itmb00af535da884?pid=MOBGHE53CVH36BAG&lid=LSTMOBGHE53CVH36BAGZDK38V&marketplace=FLIPKART&store=tyy%2F4io&srno=b_19_451&otracker=browse&fm=organic&iid=8378732c-ee75-453c-b1b1-e675139b249f.MOBGHE53CVH36BAG.SEARCH&ppt=None&ppn=None&ssid=x1i99mqxfk0000001680363655112
19,/vivo-t1-44w-ice-dawn-128-gb/p/itm2a08ebbea3689?pid=MOBGDRHV86NZHMDM&lid=LSTMOBGDRHV86NZHMDMR0BLSS&marketplace=FLIPKART&store=tyy%2F4io&srno=b_19_452&otracker=browse&fm=organic&iid=8378732c-ee75-453c-b1b1-e675139b249f.MOBGDRHV86NZHMDM.SEARCH&ppt=None&ppn=None&ssid=x1i99mqxfk0000001680363655112
19,/google-pixel-7-obsidian-128-gb/p/itm45d75002be0e7?pid=MOBGHW44NHFZJN6N&lid=LSTMOBGHW44NHFZJN6NICUEYB&marketplace=FLIPKART&store=tyy%2F4io&srno=b_19_453&otracker=browse&fm=organic&iid=8378732c-ee75-453c-b1b1-e675139b249f.MOBGHW44NHFZJN6N.SEARCH&ppt=None&ppn=None&ssid=x1i99mqxfk0000001680363655112
19,/google-pixel-7-lemongrass-128-gb/p/itm45d75002be0e7?pid=MOBGHW44ZSN5EPGU&lid=LSTMOBGHW44ZSN5EPGUVDQE3A&marketplace=FLIPKART&store=tyy%2F4io&srno=b_19_454&otracker=browse&fm=organic&iid=8378732c-ee75-453c-b1b1-e675139b249f.MOBGHW44ZSN5EPGU.SEARCH&ppt=None&ppn=None&ssid=x1i99mqxfk0000001680363655112
19,/google-pixel-7-snow-128-gb/p/itm45d75002be0e7?pid=MOBGHW44PRZ8WP2M&lid=LSTMOBGHW44PRZ8WP2MEGIXNO&marketplace=FLIPKART&store=tyy%2F4io&srno=b_19_455&otracker=browse&fm=organic&iid=8378732c-ee75-453c-b1b1-e675139b249f.MOBGHW44PRZ8WP2M.SEARCH&ppt=None&ppn=None&ssid=x1i99mqxfk0000001680363655112
19,/kechaoda-a27/p/itmfe39duawbf8e5?pid=MOBFE4D2MFCWZDUM&lid=LSTMOBFE4D2MFCWZDUMDTY6I4&marketplace=FLIPKART&store=tyy%2F4io&srno=b_19_456&otracker=browse&fm=organic&iid=8378732c-ee75-453c-b1b1-e675139b249f.MOBFE4D2MFCWZDUM.SEARCH&ppt=None&ppn=None&ssid=x1i99mqxfk0000001680363655112
20,/itel-it2175/p/itma045555ce8aba?pid=MOBGDGD6QGGH64VX&lid=LSTMOBGDGD6QGGH64VXQPTHWM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_20_457&otracker=browse&fm=organic&iid=a684878e-e099-48f4-8119-e2243534b31f.MOBGDGD6QGGH64VX.SEARCH&ppt=None&ppn=None&ssid=mztsl980gg0000001680363655673
20,/lava-flip/p/itm3666b26197e88?pid=MOBGGY37Y7MZZWJW&lid=LSTMOBGGY37Y7MZZWJWCJFXCQ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_20_458&otracker=browse&fm=organic&iid=a684878e-e099-48f4-8119-e2243534b31f.MOBGGY37Y7MZZWJW.SEARCH&ppt=None&ppn=None&ssid=mztsl980gg0000001680363655673
20,/lava-a3-power/p/itm4d88b01b08ca0?pid=MOBG9Q76BKRDQEKS&lid=LSTMOBG9Q76BKRDQEKSTU4IAW&marketplace=FLIPKART&store=tyy%2F4io&srno=b_20_459&otracker=browse&fm=organic&iid=a684878e-e099-48f4-8119-e2243534b31f.MOBG9Q76BKRDQEKS.SEARCH&ppt=None&ppn=None&ssid=mztsl980gg0000001680363655673
20,/realme-c35-glowing-black-128-gb/p/itmafb045222b2cf?pid=MOBGFJ35DCSRJU2K&lid=LSTMOBGFJ35DCSRJU2KCAUA0K&marketplace=FLIPKART&store=tyy%2F4io&srno=b_20_460&otracker=browse&fm=organic&iid=a684878e-e099-48f4-8119-e2243534b31f.MOBGFJ35DCSRJU2K.SEARCH&ppt=None&ppn=None&ssid=mztsl980gg0000001680363655673
20,/karbonn-kx3/p/itmadce6075acf6c?pid=MOBG6MTAWX9KWMBH&lid=LSTMOBG6MTAWX9KWMBHPN3P4F&marketplace=FLIPKART&store=tyy%2F4io&srno=b_20_461&otracker=browse&fm=organic&iid=a684878e-e099-48f4-8119-e2243534b31f.MOBG6MTAWX9KWMBH.SEARCH&ppt=None&ppn=None&ssid=mztsl980gg0000001680363655673
20,/kechaoda-k28/p/itmf3pnaabkfegeg?pid=MOBF3MH8GRZH2EDM&lid=LSTMOBF3MH8GRZH2EDMWM94MH&marketplace=FLIPKART&store=tyy%2F4io&srno=b_20_462&otracker=browse&fm=organic&iid=a684878e-e099-48f4-8119-e2243534b31f.MOBF3MH8GRZH2EDM.SEARCH&ppt=None&ppn=None&ssid=mztsl980gg0000001680363655673
20,/kall-401-pro-dark-blue-dark-blue-64-gb/p/itm3576257d40891?pid=MOBGH4FASNJFVFWA&lid=LSTMOBGH4FASNJFVFWAWARSCY&marketplace=FLIPKART&store=tyy%2F4io&srno=b_20_463&otracker=browse&fm=organic&iid=a684878e-e099-48f4-8119-e2243534b31f.MOBGH4FASNJFVFWA.SEARCH&ppt=None&ppn=None&ssid=mztsl980gg0000001680363655673
20,/oppo-f21-pro-cosmic-black-128-gb/p/itm2e204aa2f6ac7?pid=MOBGDECYGAZSHC9N&lid=LSTMOBGDECYGAZSHC9NJ5GNS7&marketplace=FLIPKART&store=tyy%2F4io&srno=b_20_464&otracker=browse&fm=organic&iid=a684878e-e099-48f4-8119-e2243534b31f.MOBGDECYGAZSHC9N.SEARCH&ppt=None&ppn=None&ssid=mztsl980gg0000001680363655673
20,/infinix-note-12-5g-snowfall-64-gb/p/itm5ecefb03f3ffc?pid=MOBGFGVXV3SYNHQ6&lid=LSTMOBGFGVXV3SYNHQ6DCYZAJ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_20_465&otracker=browse&fm=organic&iid=a684878e-e099-48f4-8119-e2243534b31f.MOBGFGVXV3SYNHQ6.SEARCH&ppt=None&ppn=None&ssid=mztsl980gg0000001680363655673
20,/nokia-c01-plus-blue-16-gb/p/itm4262e04de3712?pid=MOBG6ZFB9HZ5ZTVY&lid=LSTMOBG6ZFB9HZ5ZTVYZOSZNW&marketplace=FLIPKART&store=tyy%2F4io&srno=b_20_466&otracker=browse&fm=organic&iid=a684878e-e099-48f4-8119-e2243534b31f.MOBG6ZFB9HZ5ZTVY.SEARCH&ppt=None&ppn=None&ssid=mztsl980gg0000001680363655673
20,/redmi-note-11s-horizon-blue-128-gb/p/itmb8642d8e0f169?pid=MOBGHDXJVJV5HHF7&lid=LSTMOBGHDXJVJV5HHF7TNHRP9&marketplace=FLIPKART&store=tyy%2F4io&srno=b_20_467&otracker=browse&fm=organic&iid=a684878e-e099-48f4-8119-e2243534b31f.MOBGHDXJVJV5HHF7.SEARCH&ppt=None&ppn=None&ssid=mztsl980gg0000001680363655673
20,/itel-it2171/p/itmffygvnzbzeu6b?pid=MOBFFYC7NDFUES5H&lid=LSTMOBFFYC7NDFUES5HJCRYRX&marketplace=FLIPKART&store=tyy%2F4io&srno=b_20_468&otracker=browse&fm=organic&iid=a684878e-e099-48f4-8119-e2243534b31f.MOBFFYC7NDFUES5H.SEARCH&ppt=None&ppn=None&ssid=mztsl980gg0000001680363655673
20,/itel-ace2-star/p/itm4937f0be1e696?pid=MOBGHCEHAMHNZAGK&lid=LSTMOBGHCEHAMHNZAGKLGS98G&marketplace=FLIPKART&store=tyy%2F4io&srno=b_20_469&otracker=browse&fm=organic&iid=a684878e-e099-48f4-8119-e2243534b31f.MOBGHCEHAMHNZAGK.SEARCH&ppt=None&ppn=None&ssid=mztsl980gg0000001680363655673
20,/vivo-y16-steller-black-64-gb/p/itm72f3a9786718b?pid=MOBGHV2FBHPEBYMC&lid=LSTMOBGHV2FBHPEBYMCYXCHHM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_20_470&otracker=browse&fm=organic&iid=a684878e-e099-48f4-8119-e2243534b31f.MOBGHV2FBHPEBYMC.SEARCH&ppt=None&ppn=None&ssid=mztsl980gg0000001680363655673
20,/karbonn-jumbo-k9/p/itm17b5c12bc3f48?pid=MOBDYBGBJHVZD2DX&lid=LSTMOBDYBGBJHVZD2DXAGPAT6&marketplace=FLIPKART&store=tyy%2F4io&srno=b_20_471&otracker=browse&fm=organic&iid=a684878e-e099-48f4-8119-e2243534b31f.MOBDYBGBJHVZD2DX.SEARCH&ppt=None&ppn=None&ssid=mztsl980gg0000001680363655673
20,/dizo-star-500/p/itm120ee1cab516b?pid=MOBG2MCCJRZACVFY&lid=LSTMOBG2MCCJRZACVFYWYRW5H&marketplace=FLIPKART&store=tyy%2F4io&srno=b_20_472&otracker=browse&fm=organic&iid=a684878e-e099-48f4-8119-e2243534b31f.MOBG2MCCJRZACVFY.SEARCH&ppt=None&ppn=None&ssid=mztsl980gg0000001680363655673
20,/dizo-star-500/p/itm120ee1cab516b?pid=MOBG2MCCRRJHQYCS&lid=LSTMOBG2MCCRRJHQYCSTKFIWN&marketplace=FLIPKART&store=tyy%2F4io&srno=b_20_473&otracker=browse&fm=organic&iid=a684878e-e099-48f4-8119-e2243534b31f.MOBG2MCCRRJHQYCS.SEARCH&ppt=None&ppn=None&ssid=mztsl980gg0000001680363655673
20,/realme-9-5g-se-starry-glow-128-gb/p/itmc13efe78f2116?pid=MOBGC2Q5JDDWEH8F&lid=LSTMOBGC2Q5JDDWEH8FLNOO0W&marketplace=FLIPKART&store=tyy%2F4io&srno=b_20_474&otracker=browse&fm=organic&iid=a684878e-e099-48f4-8119-e2243534b31f.MOBGC2Q5JDDWEH8F.SEARCH&ppt=None&ppn=None&ssid=mztsl980gg0000001680363655673
20,/oneplus-nord-2t-5g-gray-shadow-128-gb/p/itmeadf76c1e8943?pid=MOBGHBZH2S8MWQGQ&lid=LSTMOBGHBZH2S8MWQGQ2UJVP3&marketplace=FLIPKART&store=tyy%2F4io&srno=b_20_475&otracker=browse&fm=organic&iid=a684878e-e099-48f4-8119-e2243534b31f.MOBGHBZH2S8MWQGQ.SEARCH&ppt=None&ppn=None&ssid=mztsl980gg0000001680363655673
20,/snexian-guru-music-1/p/itmf6d555baf7cb9?pid=MOBG88WAECVQKAEC&lid=LSTMOBG88WAECVQKAECXUAX0N&marketplace=FLIPKART&store=tyy%2F4io&srno=b_20_476&otracker=browse&fm=organic&iid=a684878e-e099-48f4-8119-e2243534b31f.MOBG88WAECVQKAEC.SEARCH&ppt=None&ppn=None&ssid=mztsl980gg0000001680363655673
20,/oppo-f19-midnight-blue-128-gb/p/itm82f60569dc6db?pid=MOBGFGWNEYV3NZBV&lid=LSTMOBGFGWNEYV3NZBVFZZVNZ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_20_477&otracker=browse&fm=organic&iid=a684878e-e099-48f4-8119-e2243534b31f.MOBGFGWNEYV3NZBV.SEARCH&ppt=None&ppn=None&ssid=mztsl980gg0000001680363655673
20,/oppo-f19-prism-black-128-gb/p/itm82f60569dc6db?pid=MOBGFGWNUZXAM7QY&lid=LSTMOBGFGWNUZXAM7QYB6Z1TY&marketplace=FLIPKART&store=tyy%2F4io&srno=b_20_478&otracker=browse&fm=organic&iid=a684878e-e099-48f4-8119-e2243534b31f.MOBGFGWNUZXAM7QY.SEARCH&ppt=None&ppn=None&ssid=mztsl980gg0000001680363655673
20,/tecno-pova-3-electric-blue-64-gb/p/itma92d199b11db4?pid=MOBGFW5SEN8KHYGV&lid=LSTMOBGFW5SEN8KHYGV69X7K6&marketplace=FLIPKART&store=tyy%2F4io&srno=b_20_479&otracker=browse&fm=organic&iid=a684878e-e099-48f4-8119-e2243534b31f.MOBGFW5SEN8KHYGV.SEARCH&ppt=None&ppn=None&ssid=mztsl980gg0000001680363655673
20,/oppo-f19-space-silver-128-gb/p/itm82f60569dc6db?pid=MOBGFGWNQHHDUWKD&lid=LSTMOBGFGWNQHHDUWKDUXUEGB&marketplace=FLIPKART&store=tyy%2F4io&srno=b_20_480&otracker=browse&fm=organic&iid=a684878e-e099-48f4-8119-e2243534b31f.MOBGFGWNQHHDUWKD.SEARCH&ppt=None&ppn=None&ssid=mztsl980gg0000001680363655673
21,/oppo-f19-space-silver-128-gb/p/itm82f60569dc6db?pid=MOBGFGWNQHHDUWKD&lid=LSTMOBGFGWNQHHDUWKDUXUEGB&marketplace=FLIPKART&store=tyy%2F4io&srno=b_21_481&otracker=browse&fm=organic&iid=652ee5ae-69a8-4fac-97c0-670436701a86.MOBGFGWNQHHDUWKD.SEARCH&ppt=None&ppn=None&ssid=zb70gmmc280000001680363656216
21,/realme-c20-cool-grey-32-gb/p/itmea1903897436b?pid=MOBGF489SQZCFHYA&lid=LSTMOBGF489SQZCFHYAGB7SDS&marketplace=FLIPKART&store=tyy%2F4io&srno=b_21_482&otracker=browse&fm=organic&iid=652ee5ae-69a8-4fac-97c0-670436701a86.MOBGF489SQZCFHYA.SEARCH&ppt=None&ppn=None&ssid=zb70gmmc280000001680363656216
21,/samsung-guru-music-2/p/itme3f3f02bd4c03?pid=MOBGA9U9XVMZ77NP&lid=LSTMOBGA9U9XVMZ77NPAXBIL5&marketplace=FLIPKART&store=tyy%2F4io&srno=b_21_483&otracker=browse&fm=organic&iid=652ee5ae-69a8-4fac-97c0-670436701a86.MOBGA9U9XVMZ77NP.SEARCH&ppt=None&ppn=None&ssid=zb70gmmc280000001680363656216
21,/micromax-s115/p/itm580255744e3d5?pid=MOBGHZGAQXNQHF7C&lid=LSTMOBGHZGAQXNQHF7CG8DGC7&marketplace=FLIPKART&store=tyy%2F4io&srno=b_21_484&otracker=browse&fm=organic&iid=652ee5ae-69a8-4fac-97c0-670436701a86.MOBGHZGAQXNQHF7C.SEARCH&ppt=None&ppn=None&ssid=zb70gmmc280000001680363656216
21,/samsung-galaxy-m13-5g-aqua-green-128-gb/p/itm807f5e77fb954?pid=MOBGHDXFXYQEJHHR&lid=LSTMOBGHDXFXYQEJHHRWFXBZK&marketplace=FLIPKART&store=tyy%2F4io&srno=b_21_485&otracker=browse&fm=organic&iid=652ee5ae-69a8-4fac-97c0-670436701a86.MOBGHDXFXYQEJHHR.SEARCH&ppt=None&ppn=None&ssid=zb70gmmc280000001680363656216
21,/samsung-galaxy-a14-5g-black-64-gb/p/itm0e4da1965797b?pid=MOBGHT8UA2H4AAPM&lid=LSTMOBGHT8UA2H4AAPMMXBTVD&marketplace=FLIPKART&store=tyy%2F4io&srno=b_21_486&otracker=browse&fm=organic&iid=652ee5ae-69a8-4fac-97c0-670436701a86.MOBGHT8UA2H4AAPM.SEARCH&ppt=None&ppn=None&ssid=zb70gmmc280000001680363656216
21,/vivo-y56-5g-orange-shimmer-128-gb/p/itmc736a6b61db7b?pid=MOBGMR8HJE4KRKHX&lid=LSTMOBGMR8HJE4KRKHXRUEBLU&marketplace=FLIPKART&store=tyy%2F4io&srno=b_21_487&otracker=browse&fm=organic&iid=652ee5ae-69a8-4fac-97c0-670436701a86.MOBGMR8HJE4KRKHX.SEARCH&ppt=None&ppn=None&ssid=zb70gmmc280000001680363656216
21,/itel-magic3-smart-touch-keypad/p/itm2ba34425970b4?pid=MOBG795KT8NEFZHN&lid=LSTMOBG795KT8NEFZHNGVNTSW&marketplace=FLIPKART&store=tyy%2F4io&srno=b_21_488&otracker=browse&fm=organic&iid=652ee5ae-69a8-4fac-97c0-670436701a86.MOBG795KT8NEFZHN.SEARCH&ppt=None&ppn=None&ssid=zb70gmmc280000001680363656216
21,/kechaoda-k115/p/itmexfz2mgxnzhnd?pid=MOBEXFZ2VQEPTNRW&lid=LSTMOBEXFZ2VQEPTNRWTFRMEQ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_21_489&otracker=browse&fm=organic&iid=652ee5ae-69a8-4fac-97c0-670436701a86.MOBEXFZ2VQEPTNRW.SEARCH&ppt=None&ppn=None&ssid=zb70gmmc280000001680363656216
21,/apple-iphone-14-plus-product-red-128-gb/p/itm185314a3fac59?pid=MOBGHWFH2KZRNRH5&lid=LSTMOBGHWFH2KZRNRH5NEHUFB&marketplace=FLIPKART&store=tyy%2F4io&srno=b_21_490&otracker=browse&fm=organic&iid=652ee5ae-69a8-4fac-97c0-670436701a86.MOBGHWFH2KZRNRH5.SEARCH&ppt=None&ppn=None&ssid=zb70gmmc280000001680363656216
21,/micromax-j2/p/itm2fed24aa6877e?pid=MOBGGURGJWNB9FHG&lid=LSTMOBGGURGJWNB9FHGT8ZGKG&marketplace=FLIPKART&store=tyy%2F4io&srno=b_21_491&otracker=browse&fm=organic&iid=652ee5ae-69a8-4fac-97c0-670436701a86.MOBGGURGJWNB9FHG.SEARCH&ppt=None&ppn=None&ssid=zb70gmmc280000001680363656216
21,/dizo-star-300/p/itm20c98510989dc?pid=MOBG2MCC6EXZ33N7&lid=LSTMOBG2MCC6EXZ33N7RKJI3W&marketplace=FLIPKART&store=tyy%2F4io&srno=b_21_492&otracker=browse&fm=organic&iid=652ee5ae-69a8-4fac-97c0-670436701a86.MOBG2MCC6EXZ33N7.SEARCH&ppt=None&ppn=None&ssid=zb70gmmc280000001680363656216
21,/micromax-j2/p/itm2fed24aa6877e?pid=MOBGG9HWSZYXDWPZ&lid=LSTMOBGG9HWSZYXDWPZTZAMH1&marketplace=FLIPKART&store=tyy%2F4io&srno=b_21_493&otracker=browse&fm=organic&iid=652ee5ae-69a8-4fac-97c0-670436701a86.MOBGG9HWSZYXDWPZ.SEARCH&ppt=None&ppn=None&ssid=zb70gmmc280000001680363656216
21,/realme-narzo-50a-prime-flash-blue-64-gb/p/itme4d0057655986?pid=MOBGGEKCETZYR3VH&lid=LSTMOBGGEKCETZYR3VHC6SFZK&marketplace=FLIPKART&store=tyy%2F4io&srno=b_21_494&otracker=browse&fm=organic&iid=652ee5ae-69a8-4fac-97c0-670436701a86.MOBGGEKCETZYR3VH.SEARCH&ppt=None&ppn=None&ssid=zb70gmmc280000001680363656216
21,/lava-a1-super-2021/p/itmf9c9baf519aa4?pid=MOBG5JYQTXSDZUJZ&lid=LSTMOBG5JYQTXSDZUJZGD6HOW&marketplace=FLIPKART&store=tyy%2F4io&srno=b_21_495&otracker=browse&fm=organic&iid=652ee5ae-69a8-4fac-97c0-670436701a86.MOBG5JYQTXSDZUJZ.SEARCH&ppt=None&ppn=None&ssid=zb70gmmc280000001680363656216
21,/oneplus-nord-2t-5g-gray-shadow-128-gb/p/itmeadf76c1e8943?pid=MOBGHBZH2S8MWQGQ&lid=LSTMOBGHBZH2S8MWQGQIJ3OST&marketplace=FLIPKART&store=tyy%2F4io&srno=b_21_496&otracker=browse&fm=organic&iid=652ee5ae-69a8-4fac-97c0-670436701a86.MOBGHBZH2S8MWQGQ.SEARCH&ppt=None&ppn=None&ssid=zb70gmmc280000001680363656216
21,/redmi-11-prime-5g-meadow-green-128-gb/p/itme0b907d1e24ea?pid=MOBGHDXFNEWNNFFR&lid=LSTMOBGHDXFNEWNNFFRUM6ENU&marketplace=FLIPKART&store=tyy%2F4io&srno=b_21_497&otracker=browse&fm=organic&iid=652ee5ae-69a8-4fac-97c0-670436701a86.MOBGHDXFNEWNNFFR.SEARCH&ppt=None&ppn=None&ssid=zb70gmmc280000001680363656216
21,/i-kall-k3310/p/itmevt8krrtzu2yx?pid=MOBFZZ4A8JWRFNQA&lid=LSTMOBFZZ4A8JWRFNQABUNWR5&marketplace=FLIPKART&store=tyy%2F4io&srno=b_21_498&otracker=browse&fm=organic&iid=652ee5ae-69a8-4fac-97c0-670436701a86.MOBFZZ4A8JWRFNQA.SEARCH&ppt=None&ppn=None&ssid=zb70gmmc280000001680363656216
21,/samsung-galaxy-f23-5g-copper-blush-128-gb/p/itm2ba42930a4156?pid=MOBGE2ZUJMZYRAGD&lid=LSTMOBGE2ZUJMZYRAGD0FKJKF&marketplace=FLIPKART&store=tyy%2F4io&srno=b_21_499&otracker=browse&fm=organic&iid=652ee5ae-69a8-4fac-97c0-670436701a86.MOBGE2ZUJMZYRAGD.SEARCH&ppt=None&ppn=None&ssid=zb70gmmc280000001680363656216
21,/redmi-10a-sport-slate-grey-128-gb/p/itm6482ef8ffd222?pid=MOBGHDXF4EZSEMHR&lid=LSTMOBGHDXF4EZSEMHRC6QFAA&marketplace=FLIPKART&store=tyy%2F4io&srno=b_21_500&otracker=browse&fm=organic&iid=652ee5ae-69a8-4fac-97c0-670436701a86.MOBGHDXF4EZSEMHR.SEARCH&ppt=None&ppn=None&ssid=zb70gmmc280000001680363656216
21,/mu-m5000/p/itmb4c418a5d3b2d?pid=MOBGYNCZRMDKHMYW&lid=LSTMOBGYNCZRMDKHMYWQZBEZS&marketplace=FLIPKART&store=tyy%2F4io&srno=b_21_501&otracker=browse&fm=organic&iid=652ee5ae-69a8-4fac-97c0-670436701a86.MOBGYNCZRMDKHMYW.SEARCH&ppt=None&ppn=None&ssid=zb70gmmc280000001680363656216
21,/samsung-galaxy-a03-core-onyx-32-gb/p/itm1c8a3e22f628b?pid=MOBG9BZ3BU9BDUBB&lid=LSTMOBG9BZ3BU9BDUBB6M0PCI&marketplace=FLIPKART&store=tyy%2F4io&srno=b_21_502&otracker=browse&fm=organic&iid=652ee5ae-69a8-4fac-97c0-670436701a86.MOBG9BZ3BU9BDUBB.SEARCH&ppt=None&ppn=None&ssid=zb70gmmc280000001680363656216
21,/gfive-u106/p/itma402ce232dce8?pid=MOBGAK4SEM28X5CF&lid=LSTMOBGAK4SEM28X5CFBE3RHG&marketplace=FLIPKART&store=tyy%2F4io&srno=b_21_503&otracker=browse&fm=organic&iid=652ee5ae-69a8-4fac-97c0-670436701a86.MOBGAK4SEM28X5CF.SEARCH&ppt=None&ppn=None&ssid=zb70gmmc280000001680363656216
21,/samsung-galaxy-a14-5g-light-green-128-gb/p/itmabe91abe7ba0c?pid=MOBGHT8UU3STRKZS&lid=LSTMOBGHT8UU3STRKZSI7GOCK&marketplace=FLIPKART&store=tyy%2F4io&srno=b_21_504&otracker=browse&fm=organic&iid=652ee5ae-69a8-4fac-97c0-670436701a86.MOBGHT8UU3STRKZS.SEARCH&ppt=None&ppn=None&ssid=zb70gmmc280000001680363656216
22,/lava-a1-super-2021/p/itmf9c9baf519aa4?pid=MOBG5JYQTXSDZUJZ&lid=LSTMOBG5JYQTXSDZUJZGD6HOW&marketplace=FLIPKART&store=tyy%2F4io&srno=b_22_505&otracker=browse&fm=organic&iid=503dc344-e0de-4564-a7e1-ffb95150f25a.MOBG5JYQTXSDZUJZ.SEARCH&ppt=None&ppn=None&ssid=l6krj2399s0000001680363656884
22,/lava-flip/p/itm78dacede33d7b?pid=MOBFZTFDVHZCHHK4&lid=LSTMOBFZTFDVHZCHHK4ICQWHA&marketplace=FLIPKART&store=tyy%2F4io&srno=b_22_506&otracker=browse&fm=organic&iid=503dc344-e0de-4564-a7e1-ffb95150f25a.MOBFZTFDVHZCHHK4.SEARCH&ppt=None&ppn=None&ssid=l6krj2399s0000001680363656884
22,/realme-c20-cool-blue-32-gb/p/itmea1903897436b?pid=MOBGF4894MEWZJGV&lid=LSTMOBGF4894MEWZJGVW425N5&marketplace=FLIPKART&store=tyy%2F4io&srno=b_22_507&otracker=browse&fm=organic&iid=503dc344-e0de-4564-a7e1-ffb95150f25a.MOBGF4894MEWZJGV.SEARCH&ppt=None&ppn=None&ssid=l6krj2399s0000001680363656884
22,/samsung-galaxy-f23-5g-copper-blush-128-gb/p/itm2ba42930a4156?pid=MOBGE2ZUJMZYRAGD&lid=LSTMOBGE2ZUJMZYRAGD0FKJKF&marketplace=FLIPKART&store=tyy%2F4io&srno=b_22_508&otracker=browse&fm=organic&iid=503dc344-e0de-4564-a7e1-ffb95150f25a.MOBGE2ZUJMZYRAGD.SEARCH&ppt=None&ppn=None&ssid=l6krj2399s0000001680363656884
