Index,Link
8,/samsung-guru-music-2/p/itm74e12c2a5c8fa?pid=MOBDZ9AMJ472Y9MW&lid=LSTMOBDZ9AMJ472Y9MWXWMEBH&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_190&otracker=browse&fm=organic&iid=b14d4442-3a36-43ae-8b40-c8d7ec2b50e0.MOBDZ9AMJ472Y9MW.SEARCH&ppt=None&ppn=None&ssid=twqpbk0j0w0000001680363647824
8,/redmi-10-power-power-black-128-gb/p/itm97f5d2ec83588?pid=MOBGHDXFYKKZFZGV&lid=LSTMOBGHDXFYKKZFZGVCWAYVV&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_191&otracker=browse&fm=organic&iid=b14d4442-3a36-43ae-8b40-c8d7ec2b50e0.MOBGHDXFYKKZFZGV.SEARCH&ppt=None&ppn=None&ssid=twqpbk0j0w0000001680363647824
8,/realme-10-pro-5g-dark-matter-128-gb/p/itmd32a2fec1fb60?pid=MOBGK8WZNAZWKQGX&lid=LSTMOBGK8WZNAZWKQGXOWFNQN&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_192&otracker=browse&fm=organic&iid=b14d4442-3a36-43ae-8b40-c8d7ec2b50e0.MOBGK8WZNAZWKQGX.SEARCH&ppt=None&ppn=None&ssid=twqpbk0j0w0000001680363647824
9,/gfive-u707/p/itmfy49yredg3mtc?pid=MOBEZV2EGESKZT2Y&lid=LSTMOBEZV2EGESKZT2YANITVT&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_193&otracker=browse&fm=organic&iid=68782b9d-e8b8-4021-b331-81155d514962.MOBEZV2EGESKZT2Y.SEARCH&ppt=None&ppn=None&ssid=vt234eiv740000001680363648451
9,/gfive-u707/p/itmfy49yredg3mtc?pid=MOBG6M4QDKVAGNU3&lid=LSTMOBG6M4QDKVAGNU3WNSX2L&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_194&otracker=browse&fm=organic&iid=68782b9d-e8b8-4021-b331-81155d514962.MOBG6M4QDKVAGNU3.SEARCH&ppt=None&ppn=None&ssid=vt234eiv740000001680363648451
9,/realme-c33-sandy-gold-32-gb/p/itma112335dbe78a?pid=MOBGHBJGF9QZYSZX&lid=LSTMOBGHBJGF9QZYSZXROLVZH&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_195&otracker=browse&fm=organic&iid=68782b9d-e8b8-4021-b331-81155d514962.MOBGHBJGF9QZYSZX.SEARCH&ppt=None&ppn=None&ssid=vt234eiv740000001680363648451
9,/realme-c33-aqua-blue-32-gb/p/itma112335dbe78a?pid=MOBGHBJGFKM7MNQH&lid=LSTMOBGHBJGFKM7MNQHMLW6ZM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_196&otracker=browse&fm=organic&iid=68782b9d-e8b8-4021-b331-81155d514962.MOBGHBJGFKM7MNQH.SEARCH&ppt=None&ppn=None&ssid=vt234eiv740000001680363648451
9,/realme-c33-night-sea-32-gb/p/itma112335dbe78a?pid=MOBGHBJGGVPHHTYQ&lid=LSTMOBGHBJGGVPHHTYQPKXLM2&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_197&otracker=browse&fm=organic&iid=68782b9d-e8b8-4021-b331-81155d514962.MOBGHBJGGVPHHTYQ.SEARCH&ppt=None&ppn=None&ssid=vt234eiv740000001680363648451
9,/i-kall-k100/p/itm3fa8e764f8127?pid=MOBG68EHWXRC6QYF&lid=LSTMOBG68EHWXRC6QYFYIGKOD&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_198&otracker=browse&fm=organic&iid=68782b9d-e8b8-4021-b331-81155d514962.MOBG68EHWXRC6QYF.SEARCH&ppt=None&ppn=None&ssid=vt234eiv740000001680363648451
9,/oppo-a17-sunlight-orange-64-gb/p/itm972be448027ca?pid=MOBGGFG3DJBQJH5A&lid=LSTMOBGGFG3DJBQJH5A390VVG&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_199&otracker=browse&fm=organic&iid=68782b9d-e8b8-4021-b331-81155d514962.MOBGGFG3DJBQJH5A.SEARCH&ppt=None&ppn=None&ssid=vt234eiv740000001680363648451
9,/itel-it2171/p/itmffygvnzbzeu6b?pid=MOBFFYCBMZZFPWSB&lid=LSTMOBFFYCBMZZFPWSBFUL2Z3&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_200&otracker=browse&fm=organic&iid=68782b9d-e8b8-4021-b331-81155d514962.MOBFFYCBMZZFPWSB.SEARCH&ppt=None&ppn=None&ssid=vt234eiv740000001680363648451
9,/itel-it2171/p/itmffygvnzbzeu6b?pid=MOBFFYCABZG6ZVK8&lid=LSTMOBFFYCABZG6ZVK8CRLMSH&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_201&otracker=browse&fm=organic&iid=68782b9d-e8b8-4021-b331-81155d514962.MOBFFYCABZG6ZVK8.SEARCH&ppt=None&ppn=None&ssid=vt234eiv740000001680363648451
9,/itel-it2171/p/itmffygvnzbzeu6b?pid=MOBFPBQBH6HWXBPF&lid=LSTMOBFPBQBH6HWXBPF6TNO2O&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_202&otracker=browse&fm=organic&iid=68782b9d-e8b8-4021-b331-81155d514962.MOBFPBQBH6HWXBPF.SEARCH&ppt=None&ppn=None&ssid=vt234eiv740000001680363648451
9,/samsung-galaxy-m33-5g-deep-ocean-blue-128-gb/p/itm6fafe6189184d?pid=MOBGHDXFKZZVPYZJ&lid=LSTMOBGHDXFKZZVPYZJO8XMQB&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_203&otracker=browse&fm=organic&iid=68782b9d-e8b8-4021-b331-81155d514962.MOBGHDXFKZZVPYZJ.SEARCH&ppt=None&ppn=None&ssid=vt234eiv740000001680363648451
9,/nokia-150-ds-2020/p/itmc78afd8f64b2e?pid=MOBFVD9GNYQYHWZQ&lid=LSTMOBFVD9GNYQYHWZQTY6HW1&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_204&otracker=browse&fm=organic&iid=68782b9d-e8b8-4021-b331-81155d514962.MOBFVD9GNYQYHWZQ.SEARCH&ppt=None&ppn=None&ssid=vt234eiv740000001680363648451
9,/micromax-j22/p/itm3ff6023b66779?pid=MOBGG9JRBUBWWZQJ&lid=LSTMOBGG9JRBUBWWZQJJUNQ5X&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_205&otracker=browse&fm=organic&iid=68782b9d-e8b8-4021-b331-81155d514962.MOBGG9JRBUBWWZQJ.SEARCH&ppt=None&ppn=None&ssid=vt234eiv740000001680363648451
9,/redmi-note-12-pro-5g-glacier-blue-256-gb/p/itm62978004cf8a8?pid=MOBGH2UVHWEZKFX2&lid=LSTMOBGH2UVHWEZKFX2UCYUCG&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_206&otracker=browse&fm=organic&iid=68782b9d-e8b8-4021-b331-81155d514962.MOBGH2UVHWEZKFX2.SEARCH&ppt=None&ppn=None&ssid=vt234eiv740000001680363648451
9,/lava-hero-600i/p/itm3c4852472f6ec?pid=MOBGKFGYBVQ6UTAG&lid=LSTMOBGKFGYBVQ6UTAGQOPESA&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_207&otracker=browse&fm=organic&iid=68782b9d-e8b8-4021-b331-81155d514962.MOBGKFGYBVQ6UTAG.SEARCH&ppt=None&ppn=None&ssid=vt234eiv740000001680363648451
9,/infinix-note-12i-force-black-64-gb/p/itmf9bf9f4663d76?pid=MOBGHXSMGZTRYYVY&lid=LSTMOBGHXSMGZTRYYVY0LVBSW&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_208&otracker=browse&fm=organic&iid=68782b9d-e8b8-4021-b331-81155d514962.MOBGHXSMGZTRYYVY.SEARCH&ppt=None&ppn=None&ssid=vt234eiv740000001680363648451
9,/realme-narzo-50-speed-black-128-gb/p/itm9d47ef5d10145?pid=MOBGC2E7VUH9YBWT&lid=LSTMOBGC2E7VUH9YBWTOUJHTF&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_209&otracker=browse&fm=organic&iid=68782b9d-e8b8-4021-b331-81155d514962.MOBGC2E7VUH9YBWT.SEARCH&ppt=None&ppn=None&ssid=vt234eiv740000001680363648451
9,/realme-narzo-50-speed-blue-64-gb/p/itm9d47ef5d10145?pid=MOBGC2E72ZFW9HBY&lid=LSTMOBGC2E72ZFW9HBYY2DQSA&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_210&otracker=browse&fm=organic&iid=68782b9d-e8b8-4021-b331-81155d514962.MOBGC2E72ZFW9HBY.SEARCH&ppt=None&ppn=None&ssid=vt234eiv740000001680363648451
9,/samsung-guru-music-2/p/itm9ccac402af2e5?pid=MOBE9NT8G2QRT2Z4&lid=LSTMOBE9NT8G2QRT2Z4ZJ5YMD&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_211&otracker=browse&fm=organic&iid=68782b9d-e8b8-4021-b331-81155d514962.MOBE9NT8G2QRT2Z4.SEARCH&ppt=None&ppn=None&ssid=vt234eiv740000001680363648451
9,/realme-9i-5g-metallica-gold-64-gb/p/itm32c638d54e6b5?pid=MOBGGHPF5X7EMY5H&lid=LSTMOBGGHPF5X7EMY5HSBWKBW&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_212&otracker=browse&fm=organic&iid=68782b9d-e8b8-4021-b331-81155d514962.MOBGGHPF5X7EMY5H.SEARCH&ppt=None&ppn=None&ssid=vt234eiv740000001680363648451
9,/realme-9i-5g-rocking-black-64-gb/p/itm32c638d54e6b5?pid=MOBGGHPFJK67HFGK&lid=LSTMOBGGHPFJK67HFGKNXMKLL&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_213&otracker=browse&fm=organic&iid=68782b9d-e8b8-4021-b331-81155d514962.MOBGGHPFJK67HFGK.SEARCH&ppt=None&ppn=None&ssid=vt234eiv740000001680363648451
9,/kechaoda-k112/p/itmf3qzutndjrsrb?pid=MOBF3MG3DFJ2XEZR&lid=LSTMOBF3MG3DFJ2XEZR0KBU1P&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_214&otracker=browse&fm=organic&iid=68782b9d-e8b8-4021-b331-81155d514962.MOBF3MG3DFJ2XEZR.SEARCH&ppt=None&ppn=None&ssid=vt234eiv740000001680363648451
9,/redmi-note-12-pro-5g-glacier-blue-128-gb/p/itm8fbee21008560?pid=MOBGH2UVZHHQGRRP&lid=LSTMOBGH2UVZHHQGRRPHUPSMM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_215&otracker=browse&fm=organic&iid=68782b9d-e8b8-4021-b331-81155d514962.MOBGH2UVZHHQGRRP.SEARCH&ppt=None&ppn=None&ssid=vt234eiv740000001680363648451
9,/motorola-a10/p/itm7b3c62f30cbe9?pid=MOBG7ZG9GWPUHWRC&lid=LSTMOBG7ZG9GWPUHWRCJE5AJL&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_216&otracker=browse&fm=organic&iid=68782b9d-e8b8-4021-b331-81155d514962.MOBG7ZG9GWPUHWRC.SEARCH&ppt=None&ppn=None&ssid=vt234eiv740000001680363648451
10,/motorola-a10/p/itm7b3c62f30cbe9?pid=MOBG7ZG9MZZN4EZE&lid=LSTMOBG7ZG9MZZN4EZEIAEZ3D&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_217&otracker=browse&fm=organic&iid=79d1a46b-f44c-41b1-ba66-7935d6277440.MOBG7ZG9MZZN4EZE.SEARCH&ppt=None&ppn=None&ssid=dxweqnu2c00000001680363649206
10,/oppo-a17k-navy-blue-64-gb/p/itmae3f2dc7e0f6e?pid=MOBGGR7N3GNZDFYG&lid=LSTMOBGGR7N3GNZDFYG5JID4K&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_218&otracker=browse&fm=organic&iid=79d1a46b-f44c-41b1-ba66-7935d6277440.MOBGGR7N3GNZDFYG.SEARCH&ppt=None&ppn=None&ssid=dxweqnu2c00000001680363649206
10,/oppo-a17k-gold-64-gb/p/itmae3f2dc7e0f6e?pid=MOBGGR7NZ33SE3BA&lid=LSTMOBGGR7NZ33SE3BAOV18ZG&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_219&otracker=browse&fm=organic&iid=79d1a46b-f44c-41b1-ba66-7935d6277440.MOBGGR7NZ33SE3BA.SEARCH&ppt=None&ppn=None&ssid=dxweqnu2c00000001680363649206
10,/oneplus-nord-ce-2-lite-5g-black-dusk-128-gb/p/itmc56272cceee9d?pid=MOBGHBZHQMNV4KKS&lid=LSTMOBGHBZHQMNV4KKSFZHJSB&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_220&otracker=browse&fm=organic&iid=79d1a46b-f44c-41b1-ba66-7935d6277440.MOBGHBZHQMNV4KKS.SEARCH&ppt=None&ppn=None&ssid=dxweqnu2c00000001680363649206
10,/realme-narzo-50-speed-blue-128-gb/p/itm9d47ef5d10145?pid=MOBGC2E7KHZD6MDD&lid=LSTMOBGC2E7KHZD6MDDT9RUWR&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_221&otracker=browse&fm=organic&iid=79d1a46b-f44c-41b1-ba66-7935d6277440.MOBGC2E7KHZD6MDD.SEARCH&ppt=None&ppn=None&ssid=dxweqnu2c00000001680363649206
10,/nothing-phone-1-black-128-gb/p/itmeea53a564de47?pid=MOBGCYGPFEGDMYQR&lid=LSTMOBGCYGPFEGDMYQRIMJJ0P&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_222&otracker=browse&fm=organic&iid=79d1a46b-f44c-41b1-ba66-7935d6277440.MOBGCYGPFEGDMYQR.SEARCH&ppt=None&ppn=None&ssid=dxweqnu2c00000001680363649206
10,/oppo-f19s-glowing-gold-128-gb/p/itm31a22cdfa85cf?pid=MOBG6HD7GUYQ85V3&lid=LSTMOBG6HD7GUYQ85V3A0JGOL&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_223&otracker=browse&fm=organic&iid=79d1a46b-f44c-41b1-ba66-7935d6277440.MOBG6HD7GUYQ85V3.SEARCH&ppt=None&ppn=None&ssid=dxweqnu2c00000001680363649206
10,/oppo-reno8t-5g-sunrise-gold-128-gb/p/itm9ec7deac6401c?pid=MOBGHZ9HZ4AEQGFH&lid=LSTMOBGHZ9HZ4AEQGFHRXGINU&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_224&otracker=browse&fm=organic&iid=79d1a46b-f44c-41b1-ba66-7935d6277440.MOBGHZ9HZ4AEQGFH.SEARCH&ppt=None&ppn=None&ssid=dxweqnu2c00000001680363649206
10,/redmi-10a-charcoal-black-64-gb/p/itmab0d50e81ec2e?pid=MOBGHFFTYB6GYY4Y&lid=LSTMOBGHFFTYB6GYY4YEM0XAT&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_225&otracker=browse&fm=organic&iid=79d1a46b-f44c-41b1-ba66-7935d6277440.MOBGHFFTYB6GYY4Y.SEARCH&ppt=None&ppn=None&ssid=dxweqnu2c00000001680363649206
10,/redmi-10a-sea-blue-32-gb/p/itmab0d50e81ec2e?pid=MOBGHFFT4RWXDEPA&lid=LSTMOBGHFFT4RWXDEPARNW0IX&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_226&otracker=browse&fm=organic&iid=79d1a46b-f44c-41b1-ba66-7935d6277440.MOBGHFFT4RWXDEPA.SEARCH&ppt=None&ppn=None&ssid=dxweqnu2c00000001680363649206
10,/redmi-10a-slate-grey-32-gb/p/itmab0d50e81ec2e?pid=MOBGHFFTQRCQYYNM&lid=LSTMOBGHFFTQRCQYYNMSNN5A0&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_227&otracker=browse&fm=organic&iid=79d1a46b-f44c-41b1-ba66-7935d6277440.MOBGHFFTQRCQYYNM.SEARCH&ppt=None&ppn=None&ssid=dxweqnu2c00000001680363649206
10,/nokia-105-plus/p/itmdc69bb20c060e?pid=MOBGDMFZWNGKKNRX&lid=LSTMOBGDMFZWNGKKNRXWWBRTK&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_228&otracker=browse&fm=organic&iid=79d1a46b-f44c-41b1-ba66-7935d6277440.MOBGDMFZWNGKKNRX.SEARCH&ppt=None&ppn=None&ssid=dxweqnu2c00000001680363649206
10,/redmi-a1-light-blue-32-gb/p/itmd99af07d86a4e?pid=MOBGHFFTPD8XDWDW&lid=LSTMOBGHFFTPD8XDWDWIJISUC&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_229&otracker=browse&fm=organic&iid=79d1a46b-f44c-41b1-ba66-7935d6277440.MOBGHFFTPD8XDWDW.SEARCH&ppt=None&ppn=None&ssid=dxweqnu2c00000001680363649206
10,/redmi-10a-sea-blue-64-gb/p/itmab0d50e81ec2e?pid=MOBGHFFTNBSKEFDU&lid=LSTMOBGHFFTNBSKEFDUUWPMBA&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_230&otracker=browse&fm=organic&iid=79d1a46b-f44c-41b1-ba66-7935d6277440.MOBGHFFTNBSKEFDU.SEARCH&ppt=None&ppn=None&ssid=dxweqnu2c00000001680363649206
10,/apple-iphone-12-purple-128-gb/p/itmebc78f1cb26d3?pid=MOBG2EPZK5ZD9KYS&lid=LSTMOBG2EPZK5ZD9KYSOG4BIP&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_231&otracker=browse&fm=organic&iid=79d1a46b-f44c-41b1-ba66-7935d6277440.MOBG2EPZK5ZD9KYS.SEARCH&ppt=None&ppn=None&ssid=dxweqnu2c00000001680363649206
10,/infinix-hot-20-5g-racing-black-128-gb/p/itm11fe82212c9ae?pid=MOBGHGHFBXMGNVKB&lid=LSTMOBGHGHFBXMGNVKBSBRKGE&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_232&otracker=browse&fm=organic&iid=79d1a46b-f44c-41b1-ba66-7935d6277440.MOBGHGHFBXMGNVKB.SEARCH&ppt=None&ppn=None&ssid=dxweqnu2c00000001680363649206
10,/realme-10-pro-5g-hyperspace-256-gb/p/itmd32a2fec1fb60?pid=MOBGK8WZGVJZYHVM&lid=LSTMOBGK8WZGVJZYHVMZNECTD&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_233&otracker=browse&fm=organic&iid=79d1a46b-f44c-41b1-ba66-7935d6277440.MOBGK8WZGVJZYHVM.SEARCH&ppt=None&ppn=None&ssid=dxweqnu2c00000001680363649206
10,/realme-10-pro-5g-dark-matter-256-gb/p/itmd32a2fec1fb60?pid=MOBGK8WZG68XJ4KK&lid=LSTMOBGK8WZG68XJ4KKVXSB8H&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_234&otracker=browse&fm=organic&iid=79d1a46b-f44c-41b1-ba66-7935d6277440.MOBGK8WZG68XJ4KK.SEARCH&ppt=None&ppn=None&ssid=dxweqnu2c00000001680363649206
10,/redmi-10a-charcoal-black-32-gb/p/itmab0d50e81ec2e?pid=MOBGDRGHYWAAZDVD&lid=LSTMOBGDRGHYWAAZDVDRZXZKV&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_235&otracker=browse&fm=organic&iid=79d1a46b-f44c-41b1-ba66-7935d6277440.MOBGDRGHYWAAZDVD.SEARCH&ppt=None&ppn=None&ssid=dxweqnu2c00000001680363649206
10,/samsung-guru-music-2-sm-b315e/p/itmf050063b51944?pid=MOBE9VZBPVEGZC6X&lid=LSTMOBE9VZBPVEGZC6XS7VD9O&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_236&otracker=browse&fm=organic&iid=79d1a46b-f44c-41b1-ba66-7935d6277440.MOBE9VZBPVEGZC6X.SEARCH&ppt=None&ppn=None&ssid=dxweqnu2c00000001680363649206
10,/redmi-note-11-starburst-white-128-gb/p/itme81102bba3838?pid=MOBGHFFTENGNEGRZ&lid=LSTMOBGHFFTENGNEGRZ3SE7JH&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_237&otracker=browse&fm=organic&iid=79d1a46b-f44c-41b1-ba66-7935d6277440.MOBGHFFTENGNEGRZ.SEARCH&ppt=None&ppn=None&ssid=dxweqnu2c00000001680363649206
10,/redmi-note-11-space-black-64-gb/p/itme81102bba3838?pid=MOBGHDXJQFQEF2R5&lid=LSTMOBGHDXJQFQEF2R5K54UNN&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_238&otracker=browse&fm=organic&iid=79d1a46b-f44c-41b1-ba66-7935d6277440.MOBGHDXJQFQEF2R5.SEARCH&ppt=None&ppn=None&ssid=dxweqnu2c00000001680363649206
10,/redmi-note-11-starburst-white-64-gb/p/itme81102bba3838?pid=MOBGHDXJR923K3BQ&lid=LSTMOBGHDXJR923K3BQF77XFT&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_239&otracker=browse&fm=organic&iid=79d1a46b-f44c-41b1-ba66-7935d6277440.MOBGHDXJR923K3BQ.SEARCH&ppt=None&ppn=None&ssid=dxweqnu2c00000001680363649206
10,/gfive-u873/p/itm7f11a0fcac893?pid=MOBG6KG2K5VD55JQ&lid=LSTMOBG6KG2K5VD55JQJ5T3NA&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_240&otracker=browse&fm=organic&iid=79d1a46b-f44c-41b1-ba66-7935d6277440.MOBG6KG2K5VD55JQ.SEARCH&ppt=None&ppn=None&ssid=dxweqnu2c00000001680363649206
11,/oneplus-nord-ce-2-lite-5g-black-dusk-128-gb/p/itmc56272cceee9d?pid=MOBGHBZHQMNV4KKS&lid=LSTMOBGHBZHQMNV4KKSFZHJSB&marketplace=FLIPKART&store=tyy%2F4io&srno=b_11_241&otracker=browse&fm=organic&iid=28e0d4c6-1545-49c9-b2f9-852c0752f2cc.MOBGHBZHQMNV4KKS.SEARCH&ppt=None&ppn=None&ssid=33mhmei1lc0000001680363649890
11,/motorola-edge-30-meteor-grey-128-gb/p/itma02c4f5bca2df?pid=MOBGDCYGCZCYGYYZ&lid=LSTMOBGDCYGCZCYGYYZDNNWFQ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_11_242&otracker=browse&fm=organic&iid=28e0d4c6-1545-49c9-b2f9-852c0752f2cc.MOBGDCYGCZCYGYYZ.SEARCH&ppt=None&ppn=None&ssid=33mhmei1lc0000001680363649890
11,/oppo-f19s-glowing-gold-128-gb/p/itm31a22cdfa85cf?pid=MOBG6HD7GUYQ85V3&lid=LSTMOBG6HD7GUYQ85V3A0JGOL&marketplace=FLIPKART&store=tyy%2F4io&srno=b_11_243&otracker=browse&fm=organic&iid=28e0d4c6-1545-49c9-b2f9-852c0752f2cc.MOBG6HD7GUYQ85V3.SEARCH&ppt=None&ppn=None&ssid=33mhmei1lc0000001680363649890
11,/oppo-reno8t-5g-sunrise-gold-128-gb/p/itm9ec7deac6401c?pid=MOBGHZ9HZ4AEQGFH&lid=LSTMOBGHZ9HZ4AEQGFHRXGINU&marketplace=FLIPKART&store=tyy%2F4io&srno=b_11_244&otracker=browse&fm=organic&iid=28e0d4c6-1545-49c9-b2f9-852c0752f2cc.MOBGHZ9HZ4AEQGFH.SEARCH&ppt=None&ppn=None&ssid=33mhmei1lc0000001680363649890
11,/oppo-reno8t-5g-midnight-black-128-gb/p/itm9ec7deac6401c?pid=MOBGHZ9HN27URAZH&lid=LSTMOBGHZ9HN27URAZHSHPISS&marketplace=FLIPKART&store=tyy%2F4io&srno=b_11_245&otracker=browse&fm=organic&iid=28e0d4c6-1545-49c9-b2f9-852c0752f2cc.MOBGHZ9HN27URAZH.SEARCH&ppt=None&ppn=None&ssid=33mhmei1lc0000001680363649890
11,/itel-magicx-pro/p/itm12d824285734e?pid=MOBGK2E6MBKZZEMX&lid=LSTMOBGK2E6MBKZZEMXNF2MR8&marketplace=FLIPKART&store=tyy%2F4io&srno=b_11_246&otracker=browse&fm=organic&iid=28e0d4c6-1545-49c9-b2f9-852c0752f2cc.MOBGK2E6MBKZZEMX.SEARCH&ppt=None&ppn=None&ssid=33mhmei1lc0000001680363649890
11,/kechaoda-k66-music-house-4/p/itmcf4eb19d6ceeb?pid=MOBGYH85VYKEC5HN&lid=LSTMOBGYH85VYKEC5HNFKA1VH&marketplace=FLIPKART&store=tyy%2F4io&srno=b_11_247&otracker=browse&fm=organic&iid=28e0d4c6-1545-49c9-b2f9-852c0752f2cc.MOBGYH85VYKEC5HN.SEARCH&ppt=None&ppn=None&ssid=33mhmei1lc0000001680363649890
11,/poco-m4-pro-cool-blue-128-gb/p/itm5f8490c5b5c0e?pid=MOBGBTHFXSFUTMWG&lid=LSTMOBGBTHFXSFUTMWGPGR7GM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_11_248&otracker=browse&fm=organic&iid=28e0d4c6-1545-49c9-b2f9-852c0752f2cc.MOBGBTHFXSFUTMWG.SEARCH&ppt=None&ppn=None&ssid=33mhmei1lc0000001680363649890
11,/redmi-9i-sport-carbon-black-64-gb/p/itm4559197007bd1?pid=MOBG6WQWRGRRDBH6&lid=LSTMOBG6WQWRGRRDBH6GYTMM1&marketplace=FLIPKART&store=tyy%2F4io&srno=b_11_249&otracker=browse&fm=organic&iid=28e0d4c6-1545-49c9-b2f9-852c0752f2cc.MOBG6WQWRGRRDBH6.SEARCH&ppt=None&ppn=None&ssid=33mhmei1lc0000001680363649890
11,/micromax-x413/p/itmd2879af57303b?pid=MOBG6XZBGTKTQHTZ&lid=LSTMOBG6XZBGTKTQHTZP8DJJE&marketplace=FLIPKART&store=tyy%2F4io&srno=b_11_250&otracker=browse&fm=organic&iid=28e0d4c6-1545-49c9-b2f9-852c0752f2cc.MOBG6XZBGTKTQHTZ.SEARCH&ppt=None&ppn=None&ssid=33mhmei1lc0000001680363649890
11,/poco-x5-pro-5g-horizon-blue-256-gb/p/itm7d7b6b78895bc?pid=MOBGMDKQ2NHTBHJM&lid=LSTMOBGMDKQ2NHTBHJMQ7AMXN&marketplace=FLIPKART&store=tyy%2F4io&srno=b_11_251&otracker=browse&fm=organic&iid=28e0d4c6-1545-49c9-b2f9-852c0752f2cc.MOBGMDKQ2NHTBHJM.SEARCH&ppt=None&ppn=None&ssid=33mhmei1lc0000001680363649890
11,/samsung-gt-e1215zkains/p/itmf3dead861ef1f?pid=MOBDA2CFCQ6CFHTZ&lid=LSTMOBDA2CFCQ6CFHTZTUYRNE&marketplace=FLIPKART&store=tyy%2F4io&srno=b_11_252&otracker=browse&fm=organic&iid=28e0d4c6-1545-49c9-b2f9-852c0752f2cc.MOBDA2CFCQ6CFHTZ.SEARCH&ppt=None&ppn=None&ssid=33mhmei1lc0000001680363649890
11,/kechaoda-a26/p/itmfcvuscszh9sjb?pid=MOBFCVSRZZXQWGGW&lid=LSTMOBFCVSRZZXQWGGW4F0PL6&marketplace=FLIPKART&store=tyy%2F4io&srno=b_11_253&otracker=browse&fm=organic&iid=28e0d4c6-1545-49c9-b2f9-852c0752f2cc.MOBFCVSRZZXQWGGW.SEARCH&ppt=None&ppn=None&ssid=33mhmei1lc0000001680363649890
11,/kechaoda-a26/p/itmfcvuscszh9sjb?pid=MOBFM53SCXM6QEBN&lid=LSTMOBFM53SCXM6QEBNQ8UGBY&marketplace=FLIPKART&store=tyy%2F4io&srno=b_11_254&otracker=browse&fm=organic&iid=28e0d4c6-1545-49c9-b2f9-852c0752f2cc.MOBFM53SCXM6QEBN.SEARCH&ppt=None&ppn=None&ssid=33mhmei1lc0000001680363649890
11,/motorola-g82-5g-white-lily-128-gb/p/itm0ff99785d62ad?pid=MOBGBEU72QZHCSQZ&lid=LSTMOBGBEU72QZHCSQZAC3ZDL&marketplace=FLIPKART&store=tyy%2F4io&srno=b_11_255&otracker=browse&fm=organic&iid=28e0d4c6-1545-49c9-b2f9-852c0752f2cc.MOBGBEU72QZHCSQZ.SEARCH&ppt=None&ppn=None&ssid=33mhmei1lc0000001680363649890
